,,,,,,,,"Edition : 12/01/2017"
,"Activité et prix des vins sans IG et des vins IGP Rouges et Rosés",,,,,,,
,,"Vin sans IG",,,"Vin IGP",,,"Campagnes"
"Mois  ","semaine dans la campagne","en milliers d'hl","en euros/hl","en euros/°hl","en milliers d'hl","en euros/hl","en euros/°hl",
Aug 2000,1,45,49.31,4.15,43,56.98,4.80,"2000-2001"
,2,54,47.04,3.87,46,54.17,4.51,
,3,33,42.74,3.62,42,52.92,4.46,
,4,19,42.53,3.53,23,53.42,4.46,
Sep 2000,5,51,44.12,3.77,39,53.28,4.49,
,6,42,42.90,3.60,27,57.78,4.84,
,7,53,44.00,3.69,27,56.04,4.66,
,8,47,42.59,3.63,33,55.83,4.70,
,9,88,44.30,3.76,56,52.04,4.41,
Oct 2000,10,94,45.27,3.83,76,55.63,4.69,
,11,148,46.55,3.94,72,55.53,4.66,
,12,168,46.64,3.96,135,51.61,4.46,
,13,148,44.07,3.79,59,54.60,4.55,
Nov 2000,14,107,45.72,3.92,38,57.94,4.89,
,15,122,43.20,3.72,50,56.15,4.70,
,16,122,44.55,3.75,107,51.96,4.39,
,17,160,43.32,3.71,80,49.07,4.26,
Dec 2000,18,262,41.76,3.64,128,52.49,4.45,
,19,197,44.07,3.71,173,48.45,4.25,
,20,252,42.41,3.63,120,50.26,4.34,
,21,145,43.47,3.69,116,53.29,4.49,
,22,136,43.14,3.66,103,54.33,4.51,
Jan 2001,23,148,48.48,3.91,48,52.61,4.37,
,24,152,45.96,3.76,150,53.82,4.49,
,25,206,45.94,3.83,212,54.87,4.59,
,26,244,44.37,3.77,243,50.13,4.30,
Feb 2001,27,220,43.08,3.61,217,53.80,4.52,
,28,211,45.95,3.82,240,55.80,4.62,
,29,167,43.90,3.63,209,52.74,4.41,
,30,104,43.71,3.63,213,54.23,4.49,
Mar 2001,31,89,41.85,3.58,125,53.44,4.44,
,32,93,42.68,3.59,234,54.96,4.52,
,33,129,41.95,3.49,172,56.96,4.68,
,34,93,42.28,3.52,159,58.41,4.84,
,35,102,42.44,3.59,342,53.63,4.47,
Apr 2001,36,56,41.91,3.49,134,54.97,4.54,
,37,72,42.12,3.62,146,53.19,4.42,
,38,48,39.17,3.37,107,50.25,4.18,
,39,49,39.65,3.31,97,49.44,4.15,
May 2001,40,57,40.72,3.39,96,52.77,4.35,
,41,37,38.73,3.22,84,50.71,4.16,
,42,39,39.47,3.25,91,50.90,4.22,
,43,38,39.09,3.27,121,48.25,4.02,
Jun 2001,44,42,37.17,3.12,82,48.82,4.06,
,45,40,36.95,3.19,94,49.12,4.09,
,46,43,37.70,3.20,103,52.89,4.31,
,47,77,41.60,3.47,107,50.93,4.25,
,48,77,36.59,3.07,98,47.70,3.99,
Jul 2001,49,52,37.36,3.14,85,51.72,4.23,
,50,70,36.73,3.06,84,46.15,3.85,
,51,51,36.07,3.02,51,50.65,4.18,
,52,83,40.22,3.23,93,49.85,4.15,
Aug 2001,1,37,36.55,3.09,57,50.30,4.13,"2001-2002"
,2,44,35.05,2.98,49,49.76,4.07,
,3,22,37.46,3.17,33,43.59,3.66,
,4,30,35.10,2.93,39,46.67,3.86,
Sep 2001,5,57,33.91,2.91,106,56.35,4.74,
,6,35,36.41,3.10,50,49.34,4.11,
,7,59,35.93,3.02,53,44.44,3.70,
,8,58,35.74,3.00,58,48.29,3.99,
,9,39,36.39,3.10,58,43.59,3.72,
Oct 2001,10,44,34.59,2.95,53,51.05,4.16,
,11,84,37.59,3.12,65,50.20,4.16,
,12,136,40.79,3.40,79,51.67,4.27,
,13,83,38.83,3.21,60,49.49,4.12,
Nov 2001,14,100,37.02,3.15,59,45.92,3.85,
,15,105,38.05,3.23,24,50.59,4.19,
,16,118,36.81,3.15,85,54.86,4.42,
,17,217,36.85,3.12,120,48.33,4.00,
Dec 2001,18,174,36.19,3.08,84,45.85,3.88,
,19,171,37.55,3.16,115,47.93,3.91,
,20,300,39.06,3.22,176,46.62,3.88,
,21,211,37.71,3.13,141,52.18,4.24,
,22,128,38.02,3.19,174,52.71,4.21,
Jan 2002,23,88,40.78,3.37,113,50.92,4.20,
,24,139,36.94,3.04,137,53.62,4.31,
,25,124,39.90,3.27,199,52.85,4.30,
,26,194,37.55,3.16,213,54.47,4.34,
Feb 2002,27,153,37.14,3.11,232,51.74,4.16,
,28,164,37.35,3.09,243,51.31,4.10,
,29,154,38.80,3.21,268,51.65,4.16,
,30,104,39.26,3.27,153,51.09,4.12,
Mar 2002,31,96,43.04,3.53,175,52.87,4.23,
,32,109,37.94,3.16,177,49.47,4.00,
,33,87,37.33,3.11,216,50.13,4.03,
,34,72,37.43,3.16,190,50.14,4.06,
,35,78,36.32,3.04,165,49.17,3.95,
Apr 2002,36,91,39.62,3.35,198,49.88,4.09,
,37,74,38.07,3.12,163,49.61,4.00,
,38,66,36.39,3.03,156,50.69,4.04,
,39,72,37.41,3.11,97,52.06,4.22,
May 2002,40,37,35.40,2.96,114,48.10,3.93,
,41,55,37.33,3.15,143,58.54,4.68,
,42,42,36.71,3.07,69,49.10,3.96,
,43,37,36.86,3.08,81,53.28,4.22,
Jun 2002,44,52,35.89,2.98,134,49.61,3.94,
,45,91,36.70,3.00,135,49.24,3.94,
,46,57,36.94,3.04,106,49.78,4.01,
,47,74,40.26,3.30,97,49.71,3.98,
,48,60,37.75,3.12,87,49.36,3.91,
