,,,,,,,,Edition : 12/01/2017
Activité et prix des vins sans IG et des vins IGP Blancs,,,,,,,,
,,Vin sans IG,,,Vin IGP,,,Campagnes
Mois,semaine dans la campagne,en milliers d'hl,en euros/hl,en euros/°hl,en milliers d'hl,en euros/hl,en euros/°hl,
,41,7,48.90,4.31,20,77.92,6.31,
,42,5,63.09,5.26,11,96.72,7.55,
,43,2,62.96,5.10,12,87.77,6.76,
Jun 2010,44,9,65.50,5.46,18,81.69,6.51,
,45,4,48.00,4.18,12,85.35,6.68,
,46,7,51.12,4.31,21,77.99,6.27,
,47,10,42.26,3.61,13,82.07,6.59,
,48,8,47.02,4.11,14,76.86,6.20,
Jul 2010,49,14,48.43,4.20,18,69.94,5.81,
,50,10,25.64,2.37,5,80.67,6.49,
,51,4,53.28,4.40,18,69.89,5.65,
,52,14,31.61,2.86,8,82.20,6.51,
Aug 2010,1,4,39.69,3.40,7,91.17,7.20,2010-2011
,2,6,24.48,2.22,5,71.27,5.81,
,3,3,54.17,4.56,4,87.81,6.87,
,4,2,48.22,4.03,5,81.58,6.28,
Sep 2010,5,20,24.48,2.27,17,84.64,6.67,
,6,19,27.53,2.46,4,69.24,5.75,
,7,3,34.59,2.98,5,82.54,6.44,
,8,6,28.56,2.46,6,77.98,6.28,
,9,5,35.66,3.05,3,79.79,6.28,
Oct 2010,10,11,48.74,4.16,9,80.87,6.51,
,11,7,48.69,4.18,5,94.91,7.54,
,12,1,43.39,3.59,9,87.75,6.87,
,13,6,41.36,3.56,8,86.00,6.87,
Nov 2010,14,8,51.43,4.29,26,85.17,6.74,
,15,16,50.42,4.33,17,87.80,7.03,
,16,8,61.18,5.10,20,82.65,6.46,
,17,18,49.31,4.27,57,85.79,6.71,
Dec 2010,18,23,60.56,4.96,105,89.08,6.91,
,19,22,66.05,5.31,63,88.08,6.82,
,20,26,59.21,5.18,82,87.46,6.74,
,21,45,51.10,4.34,98,89.24,6.91,
,22,14,54.42,4.56,61,85.06,6.77,
Jan 2011,23,30,59.50,5.23,30,84.69,6.63,
,24,66,51.68,4.41,60,86.23,6.87,
,25,35,65.52,5.55,56,88.53,7.02,
,26,33,54.58,4.69,76,81.66,6.49,
Feb 2011,27,29,70.68,5.82,78,86.58,6.78,
,28,25,53.63,4.54,47,82.53,6.55,
,29,25,55.38,4.72,73,85.30,6.84,
,30,14,55.77,4.69,79,80.23,6.51,
Mar 2011,31,10,48.40,4.10,44,90.12,6.99,
,32,19,60.65,5.07,35,80.70,6.57,
,33,30,50.45,4.42,25,80.49,6.56,
,34,20,47.50,4.05,18,86.32,6.95,
,35,13,35.08,3.12,30,85.90,6.75,
Apr 2011,36,52,26.98,2.57,33,93.61,7.32,
,37,80,25.53,2.38,23,81.92,6.53,
,38,54,43.14,3.77,17,89.96,7.05,
,39,9,37.50,3.35,16,98.05,7.68,
May 2011,40,6,57.15,4.86,26,83.28,6.74,
,41,9,48.18,4.05,14,79.96,6.34,
,42,21,42.28,3.68,15,88.87,7.11,
,43,9,44.13,3.77,10,85.11,6.89,
Jun 2011,44,4,30.78,2.62,8,79.71,6.34,
,45,7,39.42,3.37,6,73.05,5.93,
,46,7,32.30,2.79,5,85.48,6.72,
,47,15,42.92,3.67,10,104.19,8.19,
,48,12,46.85,4.00,14,91.86,7.43,
Jul 2011,49,10,34.02,2.91,7,87.88,6.91,
,50,19,33.69,3.05,7,86.22,7.00,
,51,8,33.83,2.94,9,115.98,8.84,
,52,8,41.22,3.50,4,79.49,6.13,
Aug 2011,1,10,46.99,3.95,5,78.80,6.12,2011-2012
,2,7,34.95,2.96,7,74.53,6.03,
,3,8,47.43,4.09,10,63.53,5.30,
,4,2,46.01,3.91,4,65.87,5.56,
Sep 2011,5,5,30.75,2.61,3,82.70,6.45,
,6,16,42.62,3.64,6,90.49,7.22,
,7,9,62.70,5.26,7,88.58,7.09,
,8,4,56.14,4.78,3,72.95,5.88,
,9,9,47.57,3.96,6,85.63,6.81,
Oct 2011,10,17,39.13,3.74,3,63.21,5.22,
,11,7,59.37,5.01,2,77.54,6.31,
,12,11,42.22,3.54,9,89.63,7.00,
,13,31,35.96,3.48,5,97.40,7.62,
Nov 2011,14,12,49.16,4.21,7,89.24,6.80,
,15,8,40.02,3.56,18,78.54,6.31,
,16,58,48.51,4.27,15,86.51,6.87,
,17,41,49.96,4.27,33,77.94,6.21,
Dec 2011,18,35,63.38,5.21,37,79.82,6.27,
,19,35,55.16,4.81,57,80.42,6.32,
,20,51,50.47,4.41,56,79.10,6.20,
,21,131,54.72,4.67,80,78.42,6.28,
,22,31,59.00,5.01,60,77.88,6.16,
Jan 2012,23,49,58.69,4.89,25,79.29,6.20,
,24,28,59.58,4.92,82,77.19,6.17,
,25,45,56.44,4.88,83,81.51,6.39,
,26,25,49.46,4.25,129,85.05,6.69,
Feb 2012,27,29,67.57,5.63,49,82.76,6.48,
,28,34,64.64,5.42,52,80.72,6.41,
,29,24,56.10,4.78,62,82.38,6.44,
,30,49,52.80,4.48,43,82.07,6.47,
Mar 2012,31,43,59.24,4.95,28,78.55,6.29,
,32,21,59.28,5.02,37,80.56,6.43,
,33,28,46.63,4.08,27,78.74,6.29,
,34,38,50.86,4.31,26,76.05,6.10,
,35,11,60.99,4.81,28,88.76,6.84,
Apr 2012,36,27,51.98,4.43,24,85.58,6.61,
,37,18,50.02,4.41,39,74.04,5.99,
,38,14,57.27,4.76,32,81.46,6.61,
,39,21,51.91,4.45,10,81.79,6.57,
May 2012,40,18,60.97,5.23,19,81.93,6.41,
,41,12,50.70,4.18,14,84.15,6.62,
,42,13,49.71,4.11,6,83.47,6.44,
,43,15,55.27,4.53,17,87.25,6.82,
Jun 2012,44,9,49.14,4.14,10,78.05,6.17,
,45,16,54.67,4.57,11,85.54,6.71,
,46,16,46.64,3.87,10,80.07,6.29,
,47,49,52.47,4.42,10,77.82,6.10,
,48,25,53.26,4.37,11,85.72,6.73,
Jul 2012,49,9,55.24,4.61,11,93.43,7.16,
,50,21,49.12,4.09,7,75.90,5.96,
,51,7,46.59,3.87,9,77.18,6.12,
,52,10,48.97,4.09,8,67.81,5.54,
Aug 2012,1,12,51.90,4.28,13,81.94,6.43,2012-2013
,2,10,47.93,4.04,13,82.85,6.57,
,3,8,49.97,4.28,8,79.55,6.27,
,4,3,45.36,3.71,3,76.18,5.87,
Sep 2012,5,11,46.99,3.81,5,76.38,6.06,
,6,19,48.70,4.02,17,64.89,5.07,
,7,15,50.05,4.24,12,74.55,5.81,
,8,21,54.98,4.54,17,76.49,6.03,
,9,21,57.48,4.70,9,74.09,5.87,
Oct 2012,10,18,63.86,5.12,16,78.46,6.19,
,11,15,59.67,4.95,30,92.00,7.11,
,12,23,59.24,4.87,12,84.19,6.67,
,13,13,65.92,5.45,24,88.15,6.80,
Nov 2012,14,20,67.10,5.61,19,78.53,6.29,
,15,36,62.83,5.35,34,82.56,6.42,
,16,33,68.79,5.65,37,87.21,6.73,
,17,23,71.82,6.09,35,85.98,6.69,
Dec 2012,18,58,70.88,6.10,57,85.27,6.74,
,19,60,71.95,6.08,80,84.50,6.72,
,20,88,73.52,6.26,86,86.02,6.74,
,21,74,71.93,6.07,64,90.40,7.12,
,22,38,73.52,6.35,64,82.39,6.64,
Jan 2013,23,22,77.42,6.59,21,87.91,7.11,
,24,14,80.69,6.43,34,86.43,6.75,
,25,91,79.24,6.74,70,87.21,6.97,
,26,27,73.19,5.98,59,80.52,6.39,
Feb 2013,27,47,71.62,6.12,73,93.38,7.37,
,28,43,71.92,6.03,118,84.66,6.93,
,29,44,78.40,6.45,72,86.48,6.81,
,30,29,70.63,5.91,72,87.39,6.92,
Mar 2013,31,16,73.29,6.25,59,83.00,6.59,
,32,10,72.61,6.00,40,88.92,6.91,
,33,33,72.84,6.22,28,88.61,7.03,
,34,27,73.36,6.39,20,90.89,7.22,
,35,29,67.55,6.32,16,82.97,6.77,
Apr 2013,36,14,73.13,6.23,14,84.36,6.75,
,37,13,73.88,6.26,17,99.23,7.69,
,38,3,75.55,6.14,17,91.66,7.40,
,39,18,73.20,6.04,26,85.00,6.94,
May 2013,40,11,72.98,5.94,20,85.29,6.72,
,41,5,68.33,5.83,12,88.62,7.09,
,42,3,67.33,5.95,3,98.44,7.99,
,43,8,67.66,5.54,5,91.16,7.18,
Jun 2013,44,13,71.14,6.15,10,89.88,7.24,
,45,13,73.26,6.38,10,81.49,6.63,
,46,19,70.55,5.83,6,87.81,6.79,
,47,10,73.88,6.17,14,93.75,7.44,
,48,3,73.49,5.96,4,102.78,7.91,
Jul 2013,49,16,70.71,6.02,16,95.28,7.72,
,50,8,73.86,6.10,12,87.56,6.91,
,51,10,75.06,6.11,10,83.08,6.62,
,52,12,68.50,5.68,11,83.46,6.59,
,53,11,74.90,6.19,7,87.58,6.96,
Aug 2013,1,8,67.66,5.60,4,90.06,6.80,2013-2014
,2,4,71.47,5.65,9,84.10,6.57,
,3,4,67.12,5.51,7,88.22,6.99,
,4,3,70.54,5.82,5,86.10,6.77,
Sep 2013,5,14,71.33,5.78,5,88.52,6.88,
,6,7,71.97,6.02,9,83.37,6.80,
,7,3,67.40,5.57,6,83.52,6.66,
,8,5,74.48,6.22,6,93.26,7.58,
,9,4,71.26,6.16,4,89.76,7.14,
Oct 2013,10,17,73.61,6.23,6,84.38,6.91,
,11,11,71.15,6.15,2,86.71,7.00,
,12,11,75.13,6.40,15,85.33,6.98,
,13,15,72.26,6.35,17,87.93,6.96,
Nov 2013,14,9,74.35,6.18,16,84.93,6.95,
,15,30,77.81,6.49,25,86.27,6.78,
,16,24,76.91,6.51,54,87.24,6.91,
,17,27,79.61,6.62,65,89.40,7.11,
Dec 2013,18,67,79.42,6.58,103,89.16,7.02,
,19,53,77.82,6.64,94,90.45,7.11,
,20,57,81.06,6.71,101,93.50,7.29,
,21,55,80.11,6.82,62,92.70,7.54,
,22,73,79.04,6.90,61,91.58,7.33,
Jan 2014,23,4,84.52,6.98,36,89.41,7.01,
,24,36,81.97,6.84,91,88.64,6.94,
,25,19,82.82,6.89,102,92.16,7.28,
,26,66,80.97,6.83,118,88.97,7.23,
Feb 2014,27,23,83.41,6.86,77,89.28,7.06,
,28,30,81.75,6.92,58,98.15,7.87,
,29,25,83.57,6.99,68,91.91,7.28,
,30,26,82.90,6.74,67,95.30,7.54,
Mar 2014,31,4,79.59,6.63,88,87.61,7.25,
,32,16,82.45,6.81,40,88.72,7.14,
,33,37,78.99,6.94,17,94.76,7.49,
,34,7,80.31,6.51,22,108.91,8.60,
,35,4,86.87,7.09,27,94.43,7.50,
Apr 2014,36,3,73.36,6.23,14,93.61,7.40,
,37,7,77.36,6.46,11,91.88,7.34,
,38,11,75.76,6.83,19,92.32,7.42,
,39,6,81.30,6.83,9,84.61,6.85,
May 2014,40,2,89.12,6.98,7,90.72,7.21,
,41,3,74.69,5.99,21,94.10,7.84,
,42,17,70.41,6.48,13,88.49,7.39,
,43,9,83.57,7.21,20,95.56,7.89,
Jun 2014,44,11,87.47,7.33,11,88.91,7.26,
,45,7,84.30,6.83,7,121.30,9.57,
,46,8,92.47,7.59,4,98.64,7.84,
,47,10,79.29,6.82,11,91.12,7.44,
,48,6,73.52,6.22,11,95.49,7.79,
Jul 2014,49,6,73.98,6.46,1,92.74,7.44,
,50,8,74.35,6.38,6,95.48,7.61,
,51,5,73.50,6.10,6,92.52,7.49,
,52,4,71.12,5.91,4,98.90,7.89,
Aug 2014,1,4,70.80,5.98,6,91.99,7.46,2014-2015
,2,3,73.41,6.36,3,94.84,7.60,
,3,1,69.23,5.79,2,90.07,7.43,
,4,6,77.63,6.69,3,93.69,7.47,
Sep 2014,5,9,78.22,6.77,8,86.07,7.08,
,6,4,72.16,6.09,7,91.40,7.38,
,7,5,76.61,6.54,7,88.98,7.22,
,8,7,80.17,6.81,3,87.82,7.39,
,9,9,87.90,7.26,9,96.08,7.71,
Oct 2014,10,9,97.66,7.99,16,91.99,7.51,
,11,18,91.62,7.67,17,100.21,8.07,
,12,15,89.67,7.49,41,99.45,8.00,
,13,19,90.33,7.59,57,96.77,7.86,
Nov 2014,14,23,95.61,7.89,48,102.27,8.12,
,15,19,97.85,7.79,53,102.43,8.16,
,16,10,88.79,7.44,97,106.30,8.30,
,17,33,87.79,7.20,97,105.83,8.33,
Dec 2014,18,37,93.23,7.76,93,103.38,8.16,
,19,56,87.33,7.46,98,99.34,7.84,
,20,76,87.35,7.39,94,106.84,8.53,
,21,36,92.32,7.58,93,103.72,8.29,
,22,46,84.80,7.37,52,97.97,8.03,
Jan 2015,23,11,77.33,7.26,23,105.95,8.27,
,24,12,99.60,8.13,54,104.80,8.32,
,25,46,85.99,7.34,94,96.02,7.90,
,26,74,81.88,7.11,81,99.04,8.17,
Feb 2015,27,34,90.71,7.69,81,116.05,9.25,
,28,53,82.04,7.03,62,100.43,8.03,
,29,13,90.12,7.57,45,94.17,7.76,
,30,28,89.23,7.78,31,106.87,8.56,
Mar 2015,31,9,91.34,7.69,18,94.84,7.94,
,32,13,84.48,7.28,28,111.10,9.04,
,33,6,95.08,7.95,37,109.05,8.85,
,34,5,72.63,6.17,11,114.05,9.20,
,35,10,77.19,6.76,18,111.08,8.81,
Apr 2015,36,3,83.70,6.87,21,99.48,8.13,
,37,4,86.88,7.21,25,102.61,8.23,
,38,18,81.27,7.01,17,121.23,9.73,
,39,6,80.90,6.92,18,100.09,8.10,
May 2015,40,5,84.70,7.15,4,101.48,8.44,
,41,5,82.10,6.98,8,106.72,8.67,
,42,1,97.30,7.54,6,99.74,8.21,
,43,1,78.25,6.61,4,103.93,8.24,
Jun 2015,44,4,96.74,8.03,10,100.50,8.28,
,45,1,109.26,9.08,7,106.31,8.54,
,46,3,101.04,8.09,9,97.34,8.08,
,47,4,84.81,7.18,7,104.39,8.28,
,48,7,79.96,6.92,7,102.37,8.28,
Jul 2015,49,3,96.41,7.94,6,103.75,8.38,
,50,2,95.18,8.05,4,96.39,8.04,
,51,3,73.41,5.83,7,100.99,8.19,
,52,4,89.07,7.54,4,104.09,8.38,
Aug 2015,1,4,87.11,6.81,2,112.87,8.88,2015-2016
,2,1,93.52,7.71,2,100.83,8.19,
,3,14,85.48,7.38,2,97.69,7.70,
,4,1,85.41,7.20,6,97.27,7.89,
Sep 2015,5,1,94.91,7.73,4,92.87,7.89,
,6,2,94.48,7.73,6,109.64,8.68,
,7,3,88.55,7.18,6,100.18,8.20,
,8,5,88.32,7.49,3,104.90,8.49,
,9,3,97.80,8.11,12,97.70,8.07,
Oct 2015,10,9,90.21,7.69,7,101.77,8.23,
,11,5,98.39,8.22,31,101.94,8.35,
,12,10,93.16,7.87,13,104.94,8.44,
,13,8,78.63,6.83,25,101.88,8.31,
Nov 2015,14,33,83.01,6.94,54,110.42,8.71,
,15,21,87.50,7.41,60,105.80,8.44,
,16,15,91.14,7.48,68,108.22,8.57,
,17,23,96.69,8.08,84,108.37,8.59,
Dec 2015,18,32,89.35,7.66,126,104.76,8.28,
,19,43,89.72,7.49,140,109.71,8.57,
,20,46,84.05,7.25,116,104.79,8.26,
,21,37,77.62,6.83,96,104.93,8.30,
,22,53,82.78,7.14,30,101.97,8.17,
Jan 2016,23,13,98.35,7.94,52,106.77,8.39,
,24,46,77.78,6.78,74,99.23,8.07,
,25,23,92.80,7.70,70,111.69,8.78,
,26,26,87.89,7.59,69,108.84,8.68,
Feb 2016,27,90,82.19,7.05,89,101.93,8.19,
,28,24,105.87,8.86,43,103.37,8.20,
,29,26,88.83,7.41,44,104.85,8.36,
,30,12,85.42,7.06,63,105.38,8.51,
Mar 2016,31,12,94.10,7.58,22,105.31,8.41,
,32,34,75.98,6.61,56,95.62,7.93,
,33,9,85.07,7.39,28,99.93,8.46,
,34,10,85.61,7.24,18,108.11,8.59,
,35,8,87.67,7.33,12,104.32,8.40,
Apr 2016,36,5,83.09,6.74,10,97.59,7.80,
,37,9,80.02,6.75,23,98.17,7.91,
,38,5,108.34,9.38,8,102.81,8.12,
,39,7,69.86,5.97,20,103.34,8.69,
May 2016,40,14,94.67,8.03,11,111.11,8.65,
,41,4,75.56,6.58,14,95.27,7.91,
,42,2,96.72,7.94,9,137.32,10.57,
,43,10,85.68,7.14,11,133.60,10.36,
Jun 2016,44,5,83.10,6.89,9,98.29,8.06,
,45,2,80.27,6.70,5,103.75,8.30,
,46,3,82.55,6.75,9,102.38,8.15,
,47,1,91.87,7.55,8,99.46,8.14,
,48,7,81.31,6.86,11,110.24,8.68,
Jul 2016,49,3,64.01,5.57,10,98.79,8.10,
,50,3,77.65,6.43,5,100.86,8.13,
,51,1,81.99,6.61,4,92.43,7.53,
,52,9,53.63,4.67,5,97.73,7.86,
