annee;n_dep;n_decl;surface;s_aop;s_gnac;s_igp;s_vsig;q_aop_b;q_aop_rg;q_aop_rs;q_vsi-vci;q_igp_b;q_igp_rg;q_igp_rs;q_vsig_b;q_vsig_rg;q_vsig_rs;q_gnac;qq_c;qq_nc;qq_total
2017;39 JURA;846;2 086;1 949;0;12;125;31 560;9 927;1 104;0;140;125;0;1 295;1 369;124;0;45 646;619;46 264
2017;40 LANDES;289;1 570;320;320;651;279;2 140;8 683;6 641;0;26 968;5 785;9 349;21 833;796;1 043;24 234;107 471;4 606;112 077
2017;41 LOIR-ET-CHER;480;6 386;5 032;0;685;670;116 064;32 240;23 615;0;14 089;7 514;3 296;8 422;4 598;7 398;0;217 236;3 460;220 696
2017;42 LOIRE;240;953;614;0;219;120;5 633;14 784;946;0;1 875;3 096;1 680;1 452;1 558;988;0;32 012;1 289;33 301
2017;43 HAUTE-LOIRE;29;6;0;0;0;6;0;0;0;0;0;0;0;8;46;16;0;70;0;70
2017;44 LOIRE-ATLANTIQUE;635;11 037;8 080;0;1 553;1 404;273 990;1 243;1 298;0;40 907;12 726;19 275;27 686;7 771;26 859;0;411 755;7 175;418 930
2017;45 LOIRET;31;138;116;0;5;17;1 262;888;353;0;18;66;12;39;223;37;0;2 899;66;2 964
2017;46 LOT;531;4 875;3 415;0;1 117;343;0;76 814;1 003;0;1 756;16 778;10 290;371;4 718;1 046;0;112 775;2 420;115 195
2017;47 LOT-ET-GARONNE;1146;5 982;4 489;25;877;591;25 903;133 048;54 209;272;39 801;13 041;8 069;17 567;8 123;4 100;2 064;306 196;6 553;312 750
2017;48 LOZERE;14;9;0;0;9;0;0;0;0;0;28;91;25;2;5;0;0;151;3;154
2017;49 MAINE-ET-LOIRE;1078;19 369;17 438;0;1 013;918;274 025;142 076;388 085;686;32 329;9 055;6 347;15 166;9 403;11 953;0;889 124;16 187;905 311
2017;51 MARNE;12367;24 101;24 100;0;0;0;1 529 661;0;0;0;0;0;0;5;8;0;0;1 529 674;62 200;1 591 874
2017;52 HAUTE-MARNE;51;98;53;0;28;17;4 081;0;0;0;724;825;202;529;207;157;0;6 725;184;6 909
2017;53 MAYENNE;2;1;0;0;0;1;0;0;0;0;0;0;0;49;0;7;0;56;2;58
2017;54 MEURTHE-ET-MOSELLE;54;116;92;0;0;25;558;507;1 533;0;0;0;0;308;115;472;0;3 493;46;3 540
2017;55 MEUSE;9;41;0;0;33;8;0;0;0;0;683;530;357;293;76;15;0;1 953;56;2 009
2017;57 MOSELLE;33;78;50;0;0;28;1 050;528;131;0;0;0;0;1 033;78;108;0;2 928;20;2 948
2017;58 NIEVRE;254;1 528;1 401;0;97;29;67 634;1 707;760;0;1 239;848;149;305;442;133;0;73 217;786;74 003
2017;59 NORD;1;1;0;0;0;1;0;0;0;0;0;0;0;12;19;9;0;40;0;40
2017;60 OISE;1;0;0;0;0;0;0;0;0;0;0;0;0;12;0;0;0;12;0;12
2017;62 PAS-DE-CALAIS;1;0;0;0;0;0;0;0;0;0;0;0;0;7;0;0;0;7;0;7
2017;63 PUY-DE-DOME;299;438;274;0;79;86;624;4 519;1 527;0;283;1 297;377;181;1 039;326;0;10 172;125;10 297
2017;64 PYRENEES-ATLANTIQUES;588;2 500;2 349;0;65;86;54 279;34 408;5 981;0;577;2 016;688;540;2 678;410;0;101 576;1 107;102 683
2017;65 HAUTES-PYRENEES;113;251;209;0;22;20;1 164;7 754;220;0;317;658;434;51;376;44;0;11 018;221;11 238
2017;66 PYRENEES-ORIENTALES;2509;21 438;14 845;0;5 774;819;95 570;200 872;106 614;0;66 098;102 580;65 463;6 976;9 300;2 666;0;656 139;16 673;672 812
2017;67 BAS-RHIN;1729;6 698;6 677;0;0;21;403 544;5 539;22 259;478;0;0;0;942;23;54;0;432 839;7 016;439 855
2017;68 HAUT-RHIN;2230;8 987;8 969;0;0;18;440 170;7 908;30 287;176;0;0;0;717;20;15;0;479 293;5 660;484 952
2017;69 RHONE;2411;16 237;15 802;0;123;312;72 635;531 423;17 363;342;1 017;2 276;379;1 850;6 148;4 159;0;637 591;38 390;675 981
2017;70 HAUTE-SAONE;94;104;0;0;78;25;0;0;0;0;987;1 098;145;236;380;6;0;2 852;30;2 882
2017;71 SAONE-ET-LOIRE;1825;12 991;12 874;0;15;102;495 105;192 977;3 522;6 073;158;164;40;1 845;725;300;0;700 909;20 240;721 150
2017;72 SARTHE;64;198;144;0;7;47;2 978;975;499;0;0;245;109;676;348;331;0;6 159;197;6 356
2017;73 SAVOIE;420;1 850;1 667;0;99;83;61 452;22 115;4 933;551;3 079;662;438;1 933;813;452;0;96 427;1 054;97 482
2017;74 HAUTE-SAVOIE;82;240;144;0;13;83;4 292;585;144;0;247;56;22;1 745;1 193;83;0;8 366;26;8 391
2017;76 SEINE-MARITIME;1;1;0;0;0;1;0;0;0;0;0;0;0;16;0;0;0;16;0;16
2017;77 SEINE-ET-MARNE;9;27;27;0;0;0;1 357;0;0;0;0;0;0;0;0;0;0;1 357;5;1 361
2017;79 DEUX-SEVRES;338;810;692;0;34;84;13 043;2 274;20 605;0;1 087;188;212;790;2 093;249;0;40 541;520;41 060
2017;81 TARN;557;6 561;3 178;0;2 533;850;39 526;82 831;18 647;0;39 236;88 416;34 515;15 725;25 861;11 858;0;356 615;7 308;363 923
2017;82 TARN-ET-GARONNE;288;1 474;713;0;533;228;0;18 460;10 814;0;1 637;12 061;10 576;188;4 618;1 735;0;60 089;1 550;61 639
2017;83 VAR;3356;28 111;22 148;0;5 644;319;35 663;65 001;822 598;155;16 959;40 418;163 771;1 341;3 961;7 411;0;1 157 279;54 210;1 211 490
2017;84 VAUCLUSE;3829;45 749;35 735;0;8 664;1 350;77 434;923 958;154 056;85;41 533;111 065;169 441;2 532;20 143;3 931;0;1 504 178;38 259;1 542 437
2017;85 VENDEE;632;950;502;0;260;188;6 329;8 135;7 855;0;4 735;3 795;5 925;1 710;2 007;3 255;0;43 746;1 228;44 973
2017;86 VIENNE;667;1 187;552;0;426;208;16 606;4 292;8 750;0;10 549;2 869;1 566;1 041;3 562;709;0;49 943;502;50 445
2017;87 HAUTE-VIENNE;2;7;0;0;6;1;0;0;0;0;0;0;27;3;1;0;0;31;4;35
2017;88 VOSGES;54;7;0;0;0;7;0;0;0;0;0;0;0;1;181;0;0;182;0;182
2017;89 YONNE;860;7 683;7 637;0;13;34;309 441;28 490;2 725;3 089;229;117;32;306;512;183;0;345 123;3 111;348 234
2017;90 TERRITOIRE-DE-BELFORT;1;0;0;0;0;0;0;0;0;0;0;0;0;0;20;0;0;20;0;20
;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;
