"","annee","ndep","dep","s_nig","s_total","q_blanc","q_rouge","q_total","p_blanc","p_rouge","revenu"
"108",2010,"12","AVEYRON",386,739,260,6495,17829,53.42202991,51.47380002,960.9740536
"109",2010,"13","BOUCHES-DU-RHONE",3650,10290,1199,15684,530727,53.42202991,51.47380002,960.9740536
"110",2010,"14","CALVADOS",3,3,115,15,130,53.42202991,51.47380002,960.9740536
"111",2010,"15","CANTAL",9,11,3,67,326,53.42202991,51.47380002,960.9740536
"112",2010,"16","CHARENTE",2360,39537,209493,94687,4320526,53.42202991,51.47380002,960.9740536
"113",2010,"17","CHARENTE-MARITIME",4385,39075,539863,99515,4398606,53.42202991,51.47380002,960.9740536
"114",2010,"18","CHER",153,3918,457,2512,225731,53.42202991,51.47380002,960.9740536
"115",2010,"19","CORREZE",239,239,14,2982,5049,53.42202991,51.47380002,960.9740536
"116",2010,"2A","CORSE-DU-SUD",148,854,236,3123,34883,53.42202991,51.47380002,960.9740536
"117",2010,"2B","HAUT-RHIN",2934,4968,13924,7135,341392,53.42202991,51.47380002,960.9740536
"118",2010,"21","COTE-D'OR",108,9452,1148,1754,378994,53.42202991,51.47380002,960.9740536
"119",2010,"22","COTES-D'ARMOR",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"120",2010,"23","CREUSE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"121",2010,"24","DORDOGNE",1011,12660,8907,21795,591736,53.42202991,51.47380002,960.9740536
"122",2010,"25","DOUBS",49,49,412,287,1091,53.42202991,51.47380002,960.9740536
"123",2010,"26","DROME",2592,17037,2018,10791,691774,53.42202991,51.47380002,960.9740536
"124",2010,"27","EURE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"125",2010,"28","EURE-ET-LOIR",1,1,9,3,12,53.42202991,51.47380002,960.9740536
"126",2010,"29","FINISTERE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"127",2010,"30","GARD",34754,54774,33820,179372,3073388,53.42202991,51.47380002,960.9740536
"128",2010,"31","HAUTE-CORSE",735,1769,354,7700,80657,53.42202991,51.47380002,960.9740536
"129",2010,"32","GERS",15182,18651,191189,84600,1580386,53.42202991,51.47380002,960.9740536
"130",2010,"33","GIRONDE",1806,117182,36543,254743,5987696,53.42202991,51.47380002,960.9740536
"131",2010,"34","HERAULT",65626,80518,33482,284116,4575462,53.42202991,51.47380002,960.9740536
"132",2010,"35","ILLE-ET-VILAINE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"133",2010,"36","INDRE",376,640,3109,7102,33166,53.42202991,51.47380002,960.9740536
"134",2010,"37","INDRE-ET-LOIRE",828,10253,13626,22899,513591,53.42202991,51.47380002,960.9740536
"135",2010,"38","ISERE",441,616,2481,6510,21894,53.42202991,51.47380002,960.9740536
"136",2010,"39","JURA",291,2414,3478,2862,89683,53.42202991,51.47380002,960.9740536
"137",2010,"40","LANDES",1021,2164,14212,9916,136028,53.42202991,51.47380002,960.9740536
"138",2010,"41","LOIRET",2014,6854,28048,35218,417630,53.42202991,51.47380002,960.9740536
"139",2010,"42","LOIR-ET-CHER",413,1041,1417,3799,35661,53.42202991,51.47380002,960.9740536
"140",2010,"43","HAUTE-GARONNE",46,46,26,820,846,53.42202991,51.47380002,960.9740536
"141",2010,"44","LOIRE",3390,14374,124713,61074,889511,53.42202991,51.47380002,960.9740536
"142",2010,"45","LOIRE-ATLANTIQUE",86,223,427,1396,8401,53.42202991,51.47380002,960.9740536
"143",2010,"46","LOT",1359,5211,181,15883,161372,53.42202991,51.47380002,960.9740536
"144",2010,"47","LOT-ET-GARONNE",1516,6433,11762,31123,375377,53.42202991,51.47380002,960.9740536
"145",2010,"48","LOZERE",8,8,0,57,176,53.42202991,51.47380002,960.9740536
"146",2010,"49","MAINE-ET-LOIRE",2112,19463,28237,41146,1105618,53.42202991,51.47380002,960.9740536
"147",2010,"50","MANCHE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"148",2010,"51","MARNE",3,23902,117762,86,1789857,53.42202991,51.47380002,960.9740536
"149",2010,"52","HAUTE-LOIRE",102,136,419,814,5723,53.42202991,51.47380002,960.9740536
"150",2010,"53","MAYENNE",1,1,21,21,77,53.42202991,51.47380002,960.9740536
"151",2010,"54","MEURTHE-ET-MOSELLE",55,122,547,1139,4669,53.42202991,51.47380002,960.9740536
"152",2010,"55","MEUSE",38,38,186,104,1659,53.42202991,51.47380002,960.9740536
"153",2010,"56","MORBIHAN",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"154",2010,"57","MOSELLE",91,165,517,294,2203,53.42202991,51.47380002,960.9740536
"155",2010,"58","NIEVRE",133,1524,511,1289,79958,53.42202991,51.47380002,960.9740536
"156",2010,"59","NORD",1,1,8,1,9,53.42202991,51.47380002,960.9740536
"157",2010,"60","OISE",1,1,3,1,4,53.42202991,51.47380002,960.9740536
"158",2010,"61","ORNE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"159",2010,"62","PAS-DE-CALAIS",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"160",2010,"63","PUY-DE-DOME",312,580,205,7287,20257,53.42202991,51.47380002,960.9740536
"161",2010,"64","PYRENEES-ATLANTIQUES",223,2579,4385,5892,111499,53.42202991,51.47380002,960.9740536
"162",2010,"65","HAUTE-VIENNE",187,403,348,5015,17105,53.42202991,51.47380002,960.9740536
"163",2010,"66","PYRENEES-ORIENTALES",6270,25431,4278,21654,714690,53.42202991,51.47380002,960.9740536
"164",2010,"67","BAS-RHIN",86,6643,8092,555,432417,53.42202991,51.47380002,960.9740536
"165",2010,"68","HAUTES-PYRENEES",49,8954,3231,281,471216,53.42202991,51.47380002,960.9740536
"166",2010,"69","RHONE",270,18113,3499,20734,849959,53.42202991,51.47380002,960.9740536
"167",2010,"70","HAUTE-SAONE",140,140,523,1192,4331,53.42202991,51.47380002,960.9740536
"168",2010,"71","SAONE-ET-LOIRE",143,12927,8022,4353,692812,53.42202991,51.47380002,960.9740536
"169",2010,"72","SARTHE",108,263,915,2138,8608,53.42202991,51.47380002,960.9740536
"170",2010,"73","SAVOIE",247,2046,4808,5681,121342,53.42202991,51.47380002,960.9740536
"171",2010,"74","HAUTE-SAVOIE",135,277,5514,2249,14420,53.42202991,51.47380002,960.9740536
"172",2010,"75","PARIS",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"173",2010,"76","SEINE-MARITIME",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"174",2010,"77","SEINE-ET-MARNE",1,21,283,0,1965,53.42202991,51.47380002,960.9740536
"175",2010,"78","YVELINES",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"176",2010,"79","DEUX-SEVRES",355,1006,1026,8546,52923,53.42202991,51.47380002,960.9740536
"177",2010,"80","SOMME",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"178",2010,"81","TARN",3526,6864,12842,62500,433943,53.42202991,51.47380002,960.9740536
"179",2010,"82","TARN-ET-GARONNE",1008,1843,765,17438,85178,53.42202991,51.47380002,960.9740536
"180",2010,"83","VAUCLUSE",6876,29114,5650,33928,1425119,53.42202991,51.47380002,960.9740536
"181",2010,"84","VENDEE",9976,47977,31988,69719,1921161,53.42202991,51.47380002,960.9740536
"182",2010,"85","VAR",1076,1584,4873,29369,77331,53.42202991,51.47380002,960.9740536
"183",2010,"86","VIENNE",1143,1856,7430,14117,85301,53.42202991,51.47380002,960.9740536
"184",2010,"87","HAUTES-ALPES",5,5,0,90,90,53.42202991,51.47380002,960.9740536
"185",2010,"88","VOSGES",56,56,30,808,838,53.42202991,51.47380002,960.9740536
"186",2010,"89","YONNE",102,6907,5906,2240,384085,53.42202991,51.47380002,960.9740536
"187",2010,"90","TERRITOIRE DE BELFORT",1,1,6,0,6,53.42202991,51.47380002,960.9740536
"188",2010,"91","ESSONNE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"189",2010,"92","HAUTS-DE-SEINE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"190",2010,"93","SEINE-SAINT-DENIS",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"191",2010,"94","VAL-D'OISE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"192",2010,"95","VAL-DE-MARNE",0,0,0,0,0,53.42202991,51.47380002,960.9740536
"193",2011,"01","AIN",267,822,4679,12794,53338,48.59587398,59.68954902,959.043659
"194",2011,"02","AISNE",7,2334,13548,26,215154,48.59587398,59.68954902,959.043659
"195",2011,"03","ALLIER",123,682,914,2800,26069,48.59587398,59.68954902,959.043659
"196",2011,"04","ALPES-DE-HAUTE-PROVENCE",431,678,361,4195,33907,48.59587398,59.68954902,959.043659
"197",2011,"05","HAUTE-MARNE",123,123,77,445,3644,48.59587398,59.68954902,959.043659
"198",2011,"06","ALPES-MARITIMES",46,102,117,395,2904,48.59587398,59.68954902,959.043659
"199",2011,"07","ARDECHE",7948,10663,6648,32766,598254,48.59587398,59.68954902,959.043659
"200",2011,"08","ARDENNES",1,1,18,13,31,48.59587398,59.68954902,959.043659
"201",2011,"09","ARIEGE",66,66,53,490,1864,48.59587398,59.68954902,959.043659
"202",2011,"10","AUBE",31,6690,18109,1001,566234,48.59587398,59.68954902,959.043659
"203",2011,"11","AUDE",45697,64778,56934,366537,4335925,48.59587398,59.68954902,959.043659
"204",2011,"12","AVEYRON",313,611,206,5463,16321,48.59587398,59.68954902,959.043659
"205",2011,"13","BOUCHES-DU-RHONE",3397,9802,4459,16716,596915,48.59587398,59.68954902,959.043659
"206",2011,"14","CALVADOS",3,3,0,0,146,48.59587398,59.68954902,959.043659
"207",2011,"15","CANTAL",8,10,5,57,276,48.59587398,59.68954902,959.043659
"208",2011,"16","CHARENTE",1891,39382,124796,83259,4570697,48.59587398,59.68954902,959.043659
"209",2011,"17","CHARENTE-MARITIME",3378,39502,290034,100711,4718607,48.59587398,59.68954902,959.043659
"210",2011,"18","CHER",596,4498,481,2427,230723,48.59587398,59.68954902,959.043659
"211",2011,"19","CORREZE",205,205,24,2925,4557,48.59587398,59.68954902,959.043659
"212",2011,"2A","CORSE-DU-SUD",135,858,228,3332,34413,48.59587398,59.68954902,959.043659
"213",2011,"2B","HAUT-RHIN",2860,4888,11984,10390,310959,48.59587398,59.68954902,959.043659
"214",2011,"21","COTE-D'OR",103,9475,2261,1912,434565,48.59587398,59.68954902,959.043659
"215",2011,"22","COTES-D'ARMOR",0,0,0,0,0,48.59587398,59.68954902,959.043659
"216",2011,"23","CREUSE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"217",2011,"24","DORDOGNE",1163,12349,5063,29648,583357,48.59587398,59.68954902,959.043659
"218",2011,"25","DOUBS",39,39,388,470,1340,48.59587398,59.68954902,959.043659
"219",2011,"26","DROME",2350,16428,1882,20493,795536,48.59587398,59.68954902,959.043659
"220",2011,"27","EURE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"221",2011,"28","EURE-ET-LOIR",1,1,6,5,11,48.59587398,59.68954902,959.043659
"222",2011,"29","FINISTERE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"223",2011,"30","GARD",33487,52617,29650,400228,3492766,48.59587398,59.68954902,959.043659
"224",2011,"31","HAUTE-CORSE",780,1690,466,17890,102538,48.59587398,59.68954902,959.043659
"225",2011,"32","GERS",14321,17836,479757,90153,1879415,48.59587398,59.68954902,959.043659
"226",2011,"33","GIRONDE",4515,115225,33127,654708,6187886,48.59587398,59.68954902,959.043659
"227",2011,"34","HERAULT",65904,80710,119398,758966,5879070,48.59587398,59.68954902,959.043659
"228",2011,"35","ILLE-ET-VILAINE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"229",2011,"36","INDRE",360,631,2487,7104,32601,48.59587398,59.68954902,959.043659
"230",2011,"37","INDRE-ET-LOIRE",778,9836,14640,29532,538116,48.59587398,59.68954902,959.043659
"231",2011,"38","ISERE",390,590,2714,7104,22856,48.59587398,59.68954902,959.043659
"232",2011,"39","JURA",221,2189,4971,3442,117499,48.59587398,59.68954902,959.043659
"233",2011,"40","LANDES",900,2035,27753,9113,177002,48.59587398,59.68954902,959.043659
"234",2011,"41","LOIRET",2021,6792,27924,32019,393092,48.59587398,59.68954902,959.043659
"235",2011,"42","LOIR-ET-CHER",362,945,2134,7224,38923,48.59587398,59.68954902,959.043659
"236",2011,"43","HAUTE-GARONNE",43,43,31,677,708,48.59587398,59.68954902,959.043659
"237",2011,"44","LOIRE",3846,13112,151144,65653,773228,48.59587398,59.68954902,959.043659
"238",2011,"45","LOIRE-ATLANTIQUE",75,242,187,839,6879,48.59587398,59.68954902,959.043659
"239",2011,"46","LOT",1735,5257,198,74522,320966,48.59587398,59.68954902,959.043659
"240",2011,"47","LOT-ET-GARONNE",1602,6274,22728,47084,402500,48.59587398,59.68954902,959.043659
"241",2011,"48","LOZERE",13,13,0,83,311,48.59587398,59.68954902,959.043659
"242",2011,"49","MAINE-ET-LOIRE",2380,19662,40635,65980,1099960,48.59587398,59.68954902,959.043659
"243",2011,"50","MANCHE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"244",2011,"51","MARNE",5,22395,125560,64,2089220,48.59587398,59.68954902,959.043659
"245",2011,"52","HAUTE-LOIRE",66,100,432,740,5851,48.59587398,59.68954902,959.043659
"246",2011,"53","MAYENNE",1,1,77,19,96,48.59587398,59.68954902,959.043659
"247",2011,"54","MEURTHE-ET-MOSELLE",44,104,339,1726,5520,48.59587398,59.68954902,959.043659
"248",2011,"55","MEUSE",39,39,457,210,1856,48.59587398,59.68954902,959.043659
"249",2011,"56","MORBIHAN",0,0,0,0,0,48.59587398,59.68954902,959.043659
"250",2011,"57","MOSELLE",22,115,466,434,2386,48.59587398,59.68954902,959.043659
"251",2011,"58","NIEVRE",140,1487,661,1434,86795,48.59587398,59.68954902,959.043659
"252",2011,"59","NORD",1,1,6,1,7,48.59587398,59.68954902,959.043659
"253",2011,"60","OISE",1,1,3,1,4,48.59587398,59.68954902,959.043659
"254",2011,"61","ORNE",1,1,0,3,3,48.59587398,59.68954902,959.043659
"255",2011,"62","PAS-DE-CALAIS",0,0,0,0,0,48.59587398,59.68954902,959.043659
"256",2011,"63","PUY-DE-DOME",380,650,264,6767,19988,48.59587398,59.68954902,959.043659
"257",2011,"64","PYRENEES-ATLANTIQUES",273,2514,681,5460,107434,48.59587398,59.68954902,959.043659
"258",2011,"65","HAUTE-VIENNE",170,378,278,4486,15510,48.59587398,59.68954902,959.043659
"259",2011,"66","PYRENEES-ORIENTALES",7152,25252,24930,74801,1018282,48.59587398,59.68954902,959.043659
"260",2011,"67","BAS-RHIN",79,6425,17649,943,519171,48.59587398,59.68954902,959.043659
"261",2011,"68","HAUTES-PYRENEES",29,8635,19582,1311,662386,48.59587398,59.68954902,959.043659
"262",2011,"69","RHONE",358,17632,8718,29379,905390,48.59587398,59.68954902,959.043659
"263",2011,"70","HAUTE-SAONE",139,139,479,977,5163,48.59587398,59.68954902,959.043659
"264",2011,"71","SAONE-ET-LOIRE",138,12800,23802,6876,783005,48.59587398,59.68954902,959.043659
"265",2011,"72","SARTHE",91,241,970,1800,9358,48.59587398,59.68954902,959.043659
"266",2011,"73","SAVOIE",209,1936,4716,5975,126494,48.59587398,59.68954902,959.043659
"267",2011,"74","HAUTE-SAVOIE",126,269,6239,2521,17127,48.59587398,59.68954902,959.043659
"268",2011,"75","PARIS",0,0,0,0,0,48.59587398,59.68954902,959.043659
"269",2011,"76","SEINE-MARITIME",0,0,0,0,0,48.59587398,59.68954902,959.043659
"270",2011,"77","SEINE-ET-MARNE",0,22,251,0,2132,48.59587398,59.68954902,959.043659
"271",2011,"78","YVELINES",0,0,0,0,0,48.59587398,59.68954902,959.043659
"272",2011,"79","DEUX-SEVRES",357,993,1600,10035,51846,48.59587398,59.68954902,959.043659
"273",2011,"80","SOMME",0,0,0,0,0,48.59587398,59.68954902,959.043659
"274",2011,"81","TARN",3763,6731,16193,74165,461133,48.59587398,59.68954902,959.043659
"275",2011,"82","TARN-ET-GARONNE",1006,1684,478,26599,109536,48.59587398,59.68954902,959.043659
"276",2011,"83","VAUCLUSE",6582,28457,3235,32477,1459755,48.59587398,59.68954902,959.043659
"277",2011,"84","VENDEE",10219,46934,21142,116711,2191749,48.59587398,59.68954902,959.043659
"278",2011,"85","VAR",965,1471,5009,29254,74963,48.59587398,59.68954902,959.043659
"279",2011,"86","VIENNE",1056,1641,5649,16017,88225,48.59587398,59.68954902,959.043659
"280",2011,"87","HAUTES-ALPES",6,6,0,33,188,48.59587398,59.68954902,959.043659
"281",2011,"88","VOSGES",31,31,18,612,630,48.59587398,59.68954902,959.043659
"282",2011,"89","YONNE",84,6994,46323,2808,468101,48.59587398,59.68954902,959.043659
"283",2011,"90","TERRITOIRE DE BELFORT",1,1,10,0,10,48.59587398,59.68954902,959.043659
"284",2011,"91","ESSONNE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"285",2011,"92","HAUTS-DE-SEINE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"286",2011,"93","SEINE-SAINT-DENIS",0,0,0,0,0,48.59587398,59.68954902,959.043659
"287",2011,"94","VAL-D'OISE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"288",2011,"95","VAL-DE-MARNE",0,0,0,0,0,48.59587398,59.68954902,959.043659
"289",2012,"01","AIN",304,864,3489,9020,37703,57.90157163,57.78598753,942.23533
"290",2012,"02","AISNE",7,2449,170,10,123781,57.90157163,57.78598753,942.23533
"291",2012,"03","ALLIER",137,697,537,2548,23492,57.90157163,57.78598753,942.23533
"292",2012,"04","ALPES-DE-HAUTE-PROVENCE",95,697,350,6421,40890,57.90157163,57.78598753,942.23533
"293",2012,"05","HAUTE-MARNE",25,110,53,290,3417,57.90157163,57.78598753,942.23533
"294",2012,"06","ALPES-MARITIMES",18,96,12,329,2403,57.90157163,57.78598753,942.23533
"295",2012,"07","ARDECHE",608,10489,10293,14594,550751,57.90157163,57.78598753,942.23533
"296",2012,"08","ARDENNES",1,1,9,9,18,57.90157163,57.78598753,942.23533
"297",2012,"09","ARIEGE",152,200,0,325,2093,57.90157163,57.78598753,942.23533
"298",2012,"10","AUBE",25,7018,204,574,404345,57.90157163,57.78598753,942.23533
"299",2012,"11","AUDE",3695,64435,32598,174278,3533977,57.90157163,57.78598753,942.23533
"300",2012,"12","AVEYRON",310,622,188,4953,17387,57.90157163,57.78598753,942.23533
"301",2012,"13","BOUCHES-DU-RHONE",276,10051,1779,11980,548726,57.90157163,57.78598753,942.23533
"302",2012,"14","CALVADOS",0,3,0,0,104,57.90157163,57.78598753,942.23533
"303",2012,"15","CANTAL",3,11,5,64,296,57.90157163,57.78598753,942.23533
"304",2012,"16","CHARENTE",1035,39024,20456,35778,3739176,57.90157163,57.78598753,942.23533
"305",2012,"17","CHARENTE-MARITIME",1469,38785,68623,46133,3999281,57.90157163,57.78598753,942.23533
"306",2012,"18","CHER",125,4085,403,1664,217078,57.90157163,57.78598753,942.23533
"307",2012,"19","CORREZE",136,205,8,2824,4749,57.90157163,57.78598753,942.23533
"308",2012,"2A","CORSE-DU-SUD",103,854,310,3488,31500,57.90157163,57.78598753,942.23533
"309",2012,"2B","HAUT-RHIN",233,4952,11801,4988,312333,57.90157163,57.78598753,942.23533
"310",2012,"21","COTE-D'OR",67,9484,552,1081,295199,57.90157163,57.78598753,942.23533
"311",2012,"22","COTES-D'ARMOR",0,0,0,0,0,57.90157163,57.78598753,942.23533
"312",2012,"23","CREUSE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"313",2012,"24","DORDOGNE",847,12086,3937,18182,542002,57.90157163,57.78598753,942.23533
"314",2012,"25","DOUBS",17,36,201,254,690,57.90157163,57.78598753,942.23533
"315",2012,"26","DROME",231,16262,566,6006,734766,57.90157163,57.78598753,942.23533
"316",2012,"27","EURE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"317",2012,"28","EURE-ET-LOIR",1,1,0,3,3,57.90157163,57.78598753,942.23533
"318",2012,"29","FINISTERE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"319",2012,"30","GARD",3037,52666,41047,196850,3270564,57.90157163,57.78598753,942.23533
"320",2012,"31","HAUTE-CORSE",188,1642,154,6145,86057,57.90157163,57.78598753,942.23533
"321",2012,"32","GERS",3216,18264,316535,55540,1703299,57.90157163,57.78598753,942.23533
"322",2012,"33","GIRONDE",2352,115348,12408,168344,5622317,57.90157163,57.78598753,942.23533
"323",2012,"34","HERAULT",6580,80807,43883,362016,4792334,57.90157163,57.78598753,942.23533
"324",2012,"35","ILLE-ET-VILAINE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"325",2012,"36","INDRE",292,669,747,3290,18876,57.90157163,57.78598753,942.23533
"326",2012,"37","INDRE-ET-LOIRE",736,10012,4711,13026,380340,57.90157163,57.78598753,942.23533
"327",2012,"38","ISERE",325,582,1814,7234,21479,57.90157163,57.78598753,942.23533
"328",2012,"39","JURA",184,2192,2277,2024,74692,57.90157163,57.78598753,942.23533
"329",2012,"40","LANDES",310,1798,15754,4359,121006,57.90157163,57.78598753,942.23533
"330",2012,"41","LOIRET",1008,6905,6227,11903,209042,57.90157163,57.78598753,942.23533
"331",2012,"42","LOIR-ET-CHER",220,1044,2130,5845,36966,57.90157163,57.78598753,942.23533
"332",2012,"43","HAUTE-GARONNE",40,40,16,565,581,57.90157163,57.78598753,942.23533
"333",2012,"44","LOIRE",1510,12318,24597,31405,376580,57.90157163,57.78598753,942.23533
"334",2012,"45","LOIRE-ATLANTIQUE",21,225,78,394,4673,57.90157163,57.78598753,942.23533
"335",2012,"46","LOT",753,5090,130,36942,247952,57.90157163,57.78598753,942.23533
"336",2012,"47","LOT-ET-GARONNE",766,6208,19965,27552,360084,57.90157163,57.78598753,942.23533
"337",2012,"48","LOZERE",5,5,0,41,303,57.90157163,57.78598753,942.23533
"338",2012,"49","MAINE-ET-LOIRE",1062,19520,12972,21129,845049,57.90157163,57.78598753,942.23533
"339",2012,"50","MANCHE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"340",2012,"51","MARNE",5,23499,61,35,1478365,57.90157163,57.78598753,942.23533
"341",2012,"52","HAUTE-LOIRE",26,101,218,373,4013,57.90157163,57.78598753,942.23533
"342",2012,"53","MAYENNE",1,1,19,12,31,57.90157163,57.78598753,942.23533
"343",2012,"54","MEURTHE-ET-MOSELLE",95,149,216,680,2382,57.90157163,57.78598753,942.23533
"344",2012,"55","MEUSE",7,38,198,22,1023,57.90157163,57.78598753,942.23533
"345",2012,"56","MORBIHAN",0,0,0,0,0,57.90157163,57.78598753,942.23533
"346",2012,"57","MOSELLE",35,57,75,164,742,57.90157163,57.78598753,942.23533
"347",2012,"58","NIEVRE",74,1500,413,903,84107,57.90157163,57.78598753,942.23533
"348",2012,"59","NORD",1,1,12,7,19,57.90157163,57.78598753,942.23533
"349",2012,"60","OISE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"350",2012,"61","ORNE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"351",2012,"62","PAS-DE-CALAIS",0,0,0,0,0,57.90157163,57.78598753,942.23533
"352",2012,"63","PUY-DE-DOME",224,565,229,5656,18841,57.90157163,57.78598753,942.23533
"353",2012,"64","PYRENEES-ATLANTIQUES",143,2495,679,4336,107939,57.90157163,57.78598753,942.23533
"354",2012,"65","HAUTE-VIENNE",124,364,205,2984,11336,57.90157163,57.78598753,942.23533
"355",2012,"66","PYRENEES-ORIENTALES",842,23866,12163,20375,710081,57.90157163,57.78598753,942.23533
"356",2012,"67","BAS-RHIN",56,6628,2628,183,506830,57.90157163,57.78598753,942.23533
"357",2012,"68","HAUTES-PYRENEES",24,8954,1355,116,663088,57.90157163,57.78598753,942.23533
"358",2012,"69","RHONE",313,17515,1758,5640,570831,57.90157163,57.78598753,942.23533
"359",2012,"70","HAUTE-SAONE",36,117,197,409,2246,57.90157163,57.78598753,942.23533
"360",2012,"71","SAONE-ET-LOIRE",111,12953,1523,1541,613693,57.90157163,57.78598753,942.23533
"361",2012,"72","SARTHE",105,252,375,799,4375,57.90157163,57.78598753,942.23533
"362",2012,"73","SAVOIE",155,1968,2380,3290,111299,57.90157163,57.78598753,942.23533
"363",2012,"74","HAUTE-SAVOIE",130,279,5653,2764,14442,57.90157163,57.78598753,942.23533
"364",2012,"75","PARIS",0,0,0,0,0,57.90157163,57.78598753,942.23533
"365",2012,"76","SEINE-MARITIME",0,0,0,0,0,57.90157163,57.78598753,942.23533
"366",2012,"77","SEINE-ET-MARNE",0,22,0,0,1292,57.90157163,57.78598753,942.23533
"367",2012,"78","YVELINES",0,0,0,0,0,57.90157163,57.78598753,942.23533
"368",2012,"79","DEUX-SEVRES",290,1021,689,7262,45444,57.90157163,57.78598753,942.23533
"369",2012,"80","SOMME",0,0,0,0,0,57.90157163,57.78598753,942.23533
"370",2012,"81","TARN",1125,6664,26786,52300,417492,57.90157163,57.78598753,942.23533
"371",2012,"82","TARN-ET-GARONNE",458,1631,495,17858,87579,57.90157163,57.78598753,942.23533
"372",2012,"83","VAUCLUSE",466,28161,1382,20072,1268604,57.90157163,57.78598753,942.23533
"373",2012,"84","VENDEE",1693,46890,20226,50375,1955689,57.90157163,57.78598753,942.23533
"374",2012,"85","VAR",692,1457,2539,18389,45866,57.90157163,57.78598753,942.23533
"375",2012,"86","VIENNE",587,1614,1293,9619,58962,57.90157163,57.78598753,942.23533
"376",2012,"87","HAUTES-ALPES",2,7,0,22,280,57.90157163,57.78598753,942.23533
"377",2012,"88","VOSGES",81,81,18,405,423,57.90157163,57.78598753,942.23533
"378",2012,"89","YONNE",61,7150,472,1238,381125,57.90157163,57.78598753,942.23533
"379",2012,"90","TERRITOIRE DE BELFORT",1,1,3,0,9,57.90157163,57.78598753,942.23533
"380",2012,"91","ESSONNE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"381",2012,"92","HAUTS-DE-SEINE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"382",2012,"93","SEINE-SAINT-DENIS",0,0,0,0,0,57.90157163,57.78598753,942.23533
"383",2012,"94","VAL-D'OISE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"384",2012,"95","VAL-DE-MARNE",0,0,0,0,0,57.90157163,57.78598753,942.23533
"385",2013,"01","AIN",242,803,3857,8692,38559,73.9380974,64.65650726,917.7323532
"386",2013,"02","AISNE",7,2474,423,17,219627,73.9380974,64.65650726,917.7323532
"387",2013,"03","ALLIER",125,685,436,2094,20032,73.9380974,64.65650726,917.7323532
"388",2013,"04","ALPES-DE-HAUTE-PROVENCE",106,711,424,4353,36266,73.9380974,64.65650726,917.7323532
"389",2013,"05","HAUTE-MARNE",41,144,62,340,5455,73.9380974,64.65650726,917.7323532
"390",2013,"06","ALPES-MARITIMES",44,125,14,223,1879,73.9380974,64.65650726,917.7323532
"391",2013,"07","ARDECHE",617,10405,12905,10617,517896,73.9380974,64.65650726,917.7323532
"392",2013,"08","ARDENNES",1,1,12,6,18,73.9380974,64.65650726,917.7323532
"393",2013,"09","ARIEGE",139,161,78,476,1251,73.9380974,64.65650726,917.7323532
"394",2013,"10","AUBE",23,7088,272,617,554229,73.9380974,64.65650726,917.7323532
"395",2013,"11","AUDE",5277,65614,73258,302029,3892421,73.9380974,64.65650726,917.7323532
"396",2013,"12","AVEYRON",240,556,153,3741,13423,73.9380974,64.65650726,917.7323532
"397",2013,"13","BOUCHES-DU-RHONE",252,10001,4366,6140,507832,73.9380974,64.65650726,917.7323532
"398",2013,"14","CALVADOS",1,6,1,0,168,73.9380974,64.65650726,917.7323532
"399",2013,"15","CANTAL",3,11,0,55,219,73.9380974,64.65650726,917.7323532
"400",2013,"16","CHARENTE",840,39058,6217,22262,3907256,73.9380974,64.65650726,917.7323532
