"","annee","ndep","dep","s_nig","s_total","q_blanc","q_rouge","q_total","p_blanc","p_rouge","revenu"
"401",2013,"17","CHARENTE-MARITIME",1232,38705,22809,24177,3979850,73.9380974,64.65650726,917.7323532
"402",2013,"18","CHER",105,4114,527,1834,229513,73.9380974,64.65650726,917.7323532
"403",2013,"19","CORREZE",117,179,35,1545,3530,73.9380974,64.65650726,917.7323532
"404",2013,"2A","CORSE-DU-SUD",89,845,350,3397,34585,73.9380974,64.65650726,917.7323532
"405",2013,"2B","HAUT-RHIN",279,4978,10117,9634,347660,73.9380974,64.65650726,917.7323532
"406",2013,"21","COTE-D'OR",77,9407,366,879,356391,73.9380974,64.65650726,917.7323532
"407",2013,"22","COTES-D'ARMOR",0,0,0,0,0,73.9380974,64.65650726,917.7323532
"408",2013,"23","CREUSE",0,0,0,0,0,73.9380974,64.65650726,917.7323532
"409",2013,"24","DORDOGNE",735,11899,4552,9717,389812,73.9380974,64.65650726,917.7323532
"410",2013,"25","DOUBS",19,36,191,224,768,73.9380974,64.65650726,917.7323532
"411",2013,"26","DROME",480,16263,503,4715,627229,73.9380974,64.65650726,917.7323532
"412",2013,"27","EURE",0,0,0,0,0,73.9380974,64.65650726,917.7323532
"413",2013,"28","EURE-ET-LOIR",1,1,0,9,9,73.9380974,64.65650726,917.7323532
"414",2013,"29","FINISTERE",0,0,0,0,0,73.9380974,64.65650726,917.7323532
"415",2013,"30","GARD",2886,53011,27147,182591,3197642,73.9380974,64.65650726,917.7323532
"416",2013,"31","HAUTE-CORSE",180,1596,194,3637,56950,73.9380974,64.65650726,917.7323532
"417",2013,"32","GERS",1881,18278,124568,17902,1283269,73.9380974,64.65650726,917.7323532
"418",2013,"33","GIRONDE",1585,115416,8884,36135,3964661,73.9380974,64.65650726,917.7323532
"419",2013,"34","HERAULT",8400,80918,148947,679217,5716091,73.9380974,64.65650726,917.7323532
"420",2013,"35","ILLE-ET-VILAINE",0,0,0,0,0,73.9380974,64.65650726,917.7323532
"421",2013,"36","INDRE",188,557,1470,4877,27399,73.9380974,64.65650726,917.7323532
"422",2013,"37","INDRE-ET-LOIRE",627,9937,10699,18920,418541,73.9380974,64.65650726,917.7323532
"423",2013,"38","ISERE",309,610,1414,3909,15905,73.9380974,64.65650726,917.7323532
"424",2013,"39","JURA",168,2105,1907,1580,58288,73.9380974,64.65650726,917.7323532
"425",2013,"40","LANDES",238,1671,6394,2415,90718,73.9380974,64.65650726,917.7323532
"426",2013,"41","LOIRET",743,6552,11237,22300,345089,73.9380974,64.65650726,917.7323532
"427",2013,"42","LOIR-ET-CHER",169,924,1098,3414,28306,73.9380974,64.65650726,917.7323532
"428",2013,"43","HAUTE-GARONNE",37,37,29,486,515,73.9380974,64.65650726,917.7323532
"429",2013,"44","LOIRE",1319,11967,40556,44821,642999,73.9380974,64.65650726,917.7323532
"430",2013,"45","LOIRE-ATLANTIQUE",23,203,109,602,5771,73.9380974,64.65650726,917.7323532
"431",2013,"46","LOT",611,5055,130,12051,146451,73.9380974,64.65650726,917.7323532
"432",2013,"47","LOT-ET-GARONNE",612,6241,6287,14099,279431,73.9380974,64.65650726,917.7323532
"433",2013,"48","LOZERE",2,11,21,221,461,73.9380974,64.65650726,917.7323532
