"annee","ndep","dep","s_nig","s_total","q_blanc","q_rouge","q_total","p_blanc","p_rouge","revenu","qk_prod","ql_prod"
2015,"2A","CORSE-DU-SUD",93,887,329,2885,35004,88.00826923,76.37153846,935.9,42429.7,11045.5
2015,"2B","HAUT-RHIN",248,4908,6443,10782,353266,88.00826923,76.37153846,935.9,516675.5,314425.4
2015,"30","GARD",2802,52498,42637,222984,3369402,88.00826923,76.37153846,935.9,2257185.5,655676.1
2015,"31","HAUTE-CORSE",190,1547,284,3818,78172,88.00826923,76.37153846,935.9,193008.3,102186.8
2015,"32","GERS",2837,17711,358423,28556,1729100,88.00826923,76.37153846,935.9,527550.2,358218.3
2015,"33","GIRONDE",1923,113645,11498,115409,5672267,88.00826923,76.37153846,935.9,3936737.5,1765786
2015,"34","HERAULT",6171,81124,119405,426007,5552878,88.00826923,76.37153846,935.9,2076146.1,873184.2
2015,"36","INDRE",171,557,1105,3226,22852,88.00826923,76.37153846,935.9,75957.1,232880.3
2015,"37","INDRE-ET-LOIRE",581,9726,9793,17683,466382,88.00826923,76.37153846,935.9,300138.2,206309.5
2015,"38","ISERE",463,690,1820,5275,19220,88.00826923,76.37153846,935.9,182319.4,50129
2015,"39","JURA",164,2149,3005,3062,80253,88.00826923,76.37153846,935.9,38663.9,37869.5
2015,"40","LANDES",209,1503,24007,3721,129449,88.00826923,76.37153846,935.9,128263.4,156692.1
2015,"41","LOIRET",666,6454,10041,9143,299308,88.00826923,76.37153846,935.9,49933.9,125066.6
2015,"42","LOIR-ET-CHER",132,940,1456,2976,35100,88.00826923,76.37153846,935.9,593748.3,197179.3
2015,"43","HAUTE-GARONNE",41,41,18,551,569,88.00826923,76.37153846,935.9,124661.4,185633.2
2015,"44","LOIRE",1890,11650,92146,52187,704726,88.00826923,76.37153846,935.9,52248.7,32603.5
2015,"45","LOIRE-ATLANTIQUE",261,432,114,290,5776,88.00826923,76.37153846,935.9,668539.4,371033.4
2015,"46","LOT",499,4902,310,27942,281515,88.00826923,76.37153846,935.9,215089.3,85027.1
2015,"47","LOT-ET-GARONNE",629,5792,20381,22549,354391,88.00826923,76.37153846,935.9,723889.1,339376.9
2015,"48","LOZERE",1,12,0,24,242,88.00826923,76.37153846,935.9,1628.2,7075.6
2015,"49","MAINE-ET-LOIRE",1135,19340,24084,30185,1073591,88.00826923,76.37153846,935.9,698851.8,402954.9
2015,"51","MARNE",5,23183,150,41,1806125,88.00826923,76.37153846,935.9,1779158,1114055.5
2015,"52","HAUTE-LOIRE",51,133,360,361,6326,88.00826923,76.37153846,935.9,2384.9,32773.7
2015,"53","MAYENNE",2,2,45,23,568,88.00826923,76.37153846,935.9,12602.2,94828.8
2015,"54","MEURTHE-ET-MOSELLE",63,141,712,877,5053,88.00826923,76.37153846,935.9,17594.5,88408.2
2015,"55","MEUSE",8,41,284,91,1712,88.00826923,76.37153846,935.9,14400.9,196992
2015,"57","MOSELLE",57,95,2302,704,4777,88.00826923,76.37153846,935.9,13494.1,148483
2015,"58","NIEVRE",72,1585,431,766,86856,88.00826923,76.37153846,935.9,5696.3,18559.7
2015,"59","NORD",1,1,22,22,44,88.00826923,76.37153846,935.9,110750.9,92912
2015,"60","OISE",0,0,16,1,17,88.00826923,76.37153846,935.9,53819.7,326396.3
2015,"63","PUY-DE-DOME",128,465,408,4522,18540,88.00826923,76.37153846,935.9,32769.8,79062.7
2015,"64","PYRENEES-ATLANTIQUES",106,2427,675,3270,100680,88.00826923,76.37153846,935.9,156044.4,132149
2015,"65","HAUTE-VIENNE",256,468,82,1117,11278,88.00826923,76.37153846,935.9,8612.3,24995.4
2015,"66","PYRENEES-ORIENTALES",771,22533,17684,21943,842710,88.00826923,76.37153846,935.9,598263,200751.9
2015,"67","BAS-RHIN",33,6637,750,57,446908,88.00826923,76.37153846,935.9,180442.7,84266.2
2015,"68","HAUTES-PYRENEES",17,8942,766,339,559928,88.00826923,76.37153846,935.9,35120.9,29448.3
2015,"69","RHONE",242,16669,2205,6596,705175,88.00826923,76.37153846,935.9,524193.4,177717.4
2015,"70","HAUTE-SAONE",36,105,354,575,3439,88.00826923,76.37153846,935.9,95831.8,99262.3
2015,"71","SAONE-ET-LOIRE",92,12951,1973,1476,727180,88.00826923,76.37153846,935.9,425863.1,353521.3
2015,"72","SARTHE",57,205,729,1303,6871,88.00826923,76.37153846,935.9,74274.9,114248.8
2015,"73","SAVOIE",105,1860,3824,2147,111007,88.00826923,76.37153846,935.9,117354.3,30466.9
2015,"74","HAUTE-SAVOIE",90,248,3725,2183,11503,88.00826923,76.37153846,935.9,42685.3,17794.9
2015,"77","SEINE-ET-MARNE",0,22,0,0,1716,88.00826923,76.37153846,935.9,22428.4,68786.4
2015,"79","DEUX-SEVRES",251,946,972,6428,52892,88.00826923,76.37153846,935.9,859495.6,401954
2015,"81","TARN",972,6460,24733,31407,354823,88.00826923,76.37153846,935.9,195894,116082.3
2015,"82","TARN-ET-GARONNE",359,1606,227,11166,86067,88.00826923,76.37153846,935.9,622426.5,360873.8
2015,"83","VAUCLUSE",350,27663,2698,15664,1474641,88.00826923,76.37153846,935.9,2954456.8,692806
2015,"84","VENDEE",1547,45877,13889,61461,2152369,88.00826923,76.37153846,935.9,65644,187183
2015,"85","VAR",376,1084,3524,12832,55970,88.00826923,76.37153846,935.9,1004763.3,253147.6
2015,"86","VIENNE",330,1320,1520,7025,66607,88.00826923,76.37153846,935.9,50573.4,300495.2
2015,"87","HAUTES-ALPES",1,7,15,11,198,88.00826923,76.37153846,935.9,63099,17334.1
2015,"88","VOSGES",21,21,173,380,553,88.00826923,76.37153846,935.9,5236.9,23113.3
2015,"89","YONNE",49,7566,563,1075,459920,88.00826923,76.37153846,935.9,288314.2,259899.9
2016,"01","AIN",218,778,4635,9520,45435,83.28016482,74.52551851,952.8461769,143994.9,177072.5
2016,"02","AISNE",4,2429,150,0,157345,83.28016482,74.52551851,952.8461769,411374.3,558042.5
2016,"03","ALLIER",61,610,354,1682,25500,83.28016482,74.52551851,952.8461769,44141,225389.1
2016,"04","ALPES-DE-HAUTE-PROVENCE",48,778,393,3271,43717,83.28016482,74.52551851,952.8461769,112627.6,93675
2016,"05","HAUTE-MARNE",32,138,105,222,6308,83.28016482,74.52551851,952.8461769,3929.5,148903.3
2016,"06","ALPES-MARITIMES",5,84,3,139,2593,83.28016482,74.52551851,952.8461769,25847.8,8437
2016,"07","ARDECHE",781,10436,21765,24340,677308,83.28016482,74.52551851,952.8461769,176856.9,50252.7
2016,"09","ARIEGE",14,64,12,221,2401,83.28016482,74.52551851,952.8461769,26066.5,49534.3
2016,"10","AUBE",104,7091,63,107,338105,83.28016482,74.52551851,952.8461769,716445.5,1068614.8
2016,"11","AUDE",3120,64370,44210,172821,3587812,83.28016482,74.52551851,952.8461769,1378023.2,620408.4
2016,"12","AVEYRON",117,454,128,1716,16598,83.28016482,74.52551851,952.8461769,207517.1,132086.1
2016,"13","BOUCHES-DU-RHONE",244,10313,6831,4343,594693,83.28016482,74.52551851,952.8461769,484165.6,165492
2016,"14","CALVADOS",0,5,0,0,133,83.28016482,74.52551851,952.8461769,28026.7,88131.3
2016,"15","CANTAL",1,8,2,8,180,83.28016482,74.52551851,952.8461769,1559,19584.8
2016,"16","CHARENTE",713,39155,10811,16881,3668972,83.28016482,74.52551851,952.8461769,2010691.4,1108673.1
2016,"17","CHARENTE-MARITIME",987,38924,53481,32449,4161166,83.28016482,74.52551851,952.8461769,1267965.4,774466.5
2016,"18","CHER",37,4170,181,478,203169,83.28016482,74.52551851,952.8461769,370415.5,227040.8
2016,"19","CORREZE",54,127,16,1029,3324,83.28016482,74.52551851,952.8461769,96605.2,30680.1
2016,"21","COTE-D'OR",60,9669,362,355,273866,83.28016482,74.52551851,952.8461769,487673.5,523141.9
2016,"24","DORDOGNE",687,11514,14815,34215,636836,83.28016482,74.52551851,952.8461769,441773.2,291999.3
2016,"25","DOUBS",69,77,625,609,1442,83.28016482,74.52551851,952.8461769,3969.2,49959.4
2016,"26","DROME",283,16041,2171,16290,848353,83.28016482,74.52551851,952.8461769,665728.7,239840.5
2016,"28","EURE-ET-LOIR",0,0,0,7,7,83.28016482,74.52551851,952.8461769,64153.7,301426.1
2016,"2A","CORSE-DU-SUD",79,875,625,2830,38552,83.28016482,74.52551851,952.8461769,36807.3,10591.1
2016,"2B","HAUT-RHIN",256,4974,8413,13997,350185,83.28016482,74.52551851,952.8461769,669543.9,400201.1
2016,"30","GARD",2554,52491,40354,213578,3469702,83.28016482,74.52551851,952.8461769,2757792.1,900395.8
2016,"31","HAUTE-CORSE",168,1492,357,7977,95950,83.28016482,74.52551851,952.8461769,207134.4,124608.4
2016,"32","GERS",3664,18172,500707,36010,1924247,83.28016482,74.52551851,952.8461769,1051562.2,503892
2016,"33","GIRONDE",2750,114074,38169,240767,6707680,83.28016482,74.52551851,952.8461769,4639864.2,2104959.6
2016,"34","HERAULT",4740,81059,61527,246513,4629582,83.28016482,74.52551851,952.8461769,2636227.4,1031902.5
2016,"36","INDRE",122,536,457,2280,22815,83.28016482,74.52551851,952.8461769,74812.2,269673.5
2016,"37","INDRE-ET-LOIRE",526,9609,7567,11543,301701,83.28016482,74.52551851,952.8461769,1032265.8,379232.1
2016,"38","ISERE",195,417,1877,4436,18869,83.28016482,74.52551851,952.8461769,187738.3,125794.7
2016,"39","JURA",1357,3377,3785,2503,94637,83.28016482,74.52551851,952.8461769,57893.7,43118.7
2016,"40","LANDES",352,1637,34498,4073,141616,83.28016482,74.52551851,952.8461769,149124.2,168524.9
2016,"41","LOIRET",644,6390,6602,11626,274811,83.28016482,74.52551851,952.8461769,70902.2,146650.7
2016,"42","LOIR-ET-CHER",173,985,2489,4854,45794,83.28016482,74.52551851,952.8461769,161775.1,496528
2016,"43","HAUTE-GARONNE",12,12,19,134,152,83.28016482,74.52551851,952.8461769,85667.2,95075.1
2016,"44","LOIRE",1299,11057,21529,28855,373922,83.28016482,74.52551851,952.8461769,62181.2,39083.6
2016,"45","LOIRE-ATLANTIQUE",16,138,32,204,2695,83.28016482,74.52551851,952.8461769,823502.5,520051.1
2016,"46","LOT",352,4812,565,15197,238975,83.28016482,74.52551851,952.8461769,268407.2,107790.9
2016,"47","LOT-ET-GARONNE",746,5914,32322,33060,434665,83.28016482,74.52551851,952.8461769,1024165,403069.7
2016,"48","LOZERE",0,11,1,6,306,83.28016482,74.52551851,952.8461769,925,6296.9
2016,"49","MAINE-ET-LOIRE",988,19292,17667,26585,994976,83.28016482,74.52551851,952.8461769,787739,552302.3
2016,"51","MARNE",1,23424,7,12,1592719,83.28016482,74.52551851,952.8461769,2002781.1,1748150.8
2016,"52","HAUTE-LOIRE",27,104,285,284,3372,83.28016482,74.52551851,952.8461769,1894.2,39097.1
2016,"53","MAYENNE",1,1,45,0,45,83.28016482,74.52551851,952.8461769,11925.3,125268.5
2016,"54","MEURTHE-ET-MOSELLE",35,110,983,795,5300,83.28016482,74.52551851,952.8461769,16545.2,126376.6
2016,"55","MEUSE",7,39,390,13,2254,83.28016482,74.52551851,952.8461769,17502.4,215431.6
2016,"57","MOSELLE",26,98,913,128,2549,83.28016482,74.52551851,952.8461769,12052.7,158284.6
2016,"58","NIEVRE",29,1520,134,188,55825,83.28016482,74.52551851,952.8461769,5549.1,26773.6
2016,"59","NORD",1,1,0,3,3,83.28016482,74.52551851,952.8461769,381298.7,184390.4
2016,"60","OISE",0,0,9,0,9,83.28016482,74.52551851,952.8461769,82043.9,403798.5
2016,"63","PUY-DE-DOME",98,439,254,2090,16432,83.28016482,74.52551851,952.8461769,23569.5,88810.9
2016,"64","PYRENEES-ATLANTIQUES",136,2493,920,2757,116627,83.28016482,74.52551851,952.8461769,357047.9,297167.9
2016,"65","HAUTE-VIENNE",90,462,53,593,12403,83.28016482,74.52551851,952.8461769,9126.5,35716.4
2016,"66","PYRENEES-ORIENTALES",813,25721,5544,9030,675176,83.28016482,74.52551851,952.8461769,1044916.9,400334
2016,"67","BAS-RHIN",19,6615,789,47,540284,83.28016482,74.52551851,952.8461769,211728.3,123605.1
2016,"68","HAUTES-PYRENEES",32,8916,962,20,714342,83.28016482,74.52551851,952.8461769,61150.4,46860.6
2016,"69","RHONE",303,16704,3531,19743,852145,83.28016482,74.52551851,952.8461769,663662.7,246260
2016,"70","HAUTE-SAONE",1021,1243,274,258,2174,83.28016482,74.52551851,952.8461769,80346.8,137695.1
2016,"71","SAONE-ET-LOIRE",77,12864,1972,1320,757308,83.28016482,74.52551851,952.8461769,570064.3,568047.8
2016,"72","SARTHE",45,192,255,335,3604,83.28016482,74.52551851,952.8461769,86579.5,169114.4
2016,"73","SAVOIE",122,1878,3369,2276,119297,83.28016482,74.52551851,952.8461769,147350.5,40124.1
2016,"74","HAUTE-SAVOIE",87,242,3884,2131,14115,83.28016482,74.52551851,952.8461769,51798.5,20548.8
2016,"77","SEINE-ET-MARNE",0,22,0,0,1437,83.28016482,74.52551851,952.8461769,24076.9,144197.4
2016,"79","DEUX-SEVRES",102,804,748,2391,46296,83.28016482,74.52551851,952.8461769,875453.4,405218.9
2016,"81","TARN",1045,6547,28574,66268,485724,83.28016482,74.52551851,952.8461769,238592.6,158730.1
2016,"82","TARN-ET-GARONNE",283,1497,381,21993,107052,83.28016482,74.52551851,952.8461769,822765.7,488771
2016,"83","VAUCLUSE",364,27934,2806,19242,1469587,83.28016482,74.52551851,952.8461769,2848520.6,816304.2
2016,"84","VENDEE",1487,50316,9783,73690,2209301,83.28016482,74.52551851,952.8461769,77469.3,244380.4
2016,"85","VAR",243,977,1253,5412,35601,83.28016482,74.52551851,952.8461769,1038378.9,291372
2016,"86","VIENNE",271,1224,2858,3489,57164,83.28016482,74.52551851,952.8461769,59336.5,444727.9
2016,"87","HAUTES-ALPES",1,7,4,4,104,83.28016482,74.52551851,952.8461769,69490.7,21339.7
2016,"88","VOSGES",9,9,3,71,74,83.28016482,74.52551851,952.8461769,5033.6,32461
2016,"89","YONNE",24,7514,170,316,206712,83.28016482,74.52551851,952.8461769,414420.5,375245.5
2017,"01","AIN",192,750,3676,4864,29615,72.02621464,67.40621202,963.3684833,132442,209949
2017,"02","AISNE",4,2524,159,0,152566,72.02621464,67.40621202,963.3684833,350634.6,585895.6
2017,"03","ALLIER",45,610,199,664,15066,72.02621464,67.40621202,963.3684833,87362.5,859505.4
2017,"04","ALPES-DE-HAUTE-PROVENCE",50,701,292,3269,33053,72.02621464,67.40621202,963.3684833,107554.6,63938.9
2017,"05","HAUTE-MARNE",9,115,22,79,2195,72.02621464,67.40621202,963.3684833,4004.2,174102.7
2017,"06","ALPES-MARITIMES",1,84,15,50,2094,72.02621464,67.40621202,963.3684833,24323.8,7898.3
2017,"07","ARDECHE",495,10274,8562,6357,396604,72.02621464,67.40621202,963.3684833,279499.4,85804.1
2017,"09","ARIEGE",7,67,9,120,1350,72.02621464,67.40621202,963.3684833,40290.3,55215.4
2017,"10","AUBE",7,7172,101,604,493361,72.02621464,67.40621202,963.3684833,602145.3,1497933.7
2017,"11","AUDE",3065,64535,28166,138391,3147094,72.02621464,67.40621202,963.3684833,1270544.3,677763.9
2017,"12","AVEYRON",48,389,21,301,4868,72.02621464,67.40621202,963.3684833,86105.2,147458.2
2017,"13","BOUCHES-DU-RHONE",182,11193,1527,3901,535445,72.02621464,67.40621202,963.3684833,447280.3,115101.4
2017,"14","CALVADOS",0,5,0,0,117,72.02621464,67.40621202,963.3684833,22391.3,140769
2017,"15","CANTAL",0,9,0,9,106,72.02621464,67.40621202,963.3684833,2502,30052.6
2017,"16","CHARENTE",469,39337,3205,9579,3022218,72.02621464,67.40621202,963.3684833,1689490.4,1278093.5
2017,"17","CHARENTE-MARITIME",854,39102,34938,24397,3840345,72.02621464,67.40621202,963.3684833,1123629.5,1022953.8
2017,"18","CHER",37,4226,291,814,235991,72.02621464,67.40621202,963.3684833,231099.7,177583.6
2017,"19","CORREZE",27,94,2,553,1101,72.02621464,67.40621202,963.3684833,83559.8,32370.1
2017,"21","COTE-D'OR",56,9465,1053,836,468308,72.02621464,67.40621202,963.3684833,441454.2,566963.6
2017,"24","DORDOGNE",466,11311,3237,5537,306187,72.02621464,67.40621202,963.3684833,450665.6,304355.1
2017,"25","DOUBS",15,26,174,165,654,72.02621464,67.40621202,963.3684833,4526.1,58159
2017,"26","DROME",233,15865,818,3160,582426,72.02621464,67.40621202,963.3684833,750014.9,278395.9
2017,"28","EURE-ET-LOIR",0,0,0,0,0,72.02621464,67.40621202,963.3684833,117011.6,563929.9
2017,"2A","CORSE-DU-SUD",86,877,390,1514,27464,72.02621464,67.40621202,963.3684833,37545.7,15283.8
2017,"2B","HAUT-RHIN",196,5000,9297,2497,287517,72.02621464,67.40621202,963.3684833,443303.7,325035.5
2017,"30","GARD",2212,52605,18717,82808,2583611,72.02621464,67.40621202,963.3684833,2711093.4,1059969.9
2017,"31","HAUTE-CORSE",117,1359,164,2795,47853,72.02621464,67.40621202,963.3684833,304201.1,135078.5
2017,"32","GERS",3339,18477,343950,40693,1661986,72.02621464,67.40621202,963.3684833,984206.5,641624.7
2017,"33","GIRONDE",1589,114554,6426,28059,3638261,72.02621464,67.40621202,963.3684833,4126278.8,2157743.5
2017,"34","HERAULT",4018,80841,47250,145364,4036480,72.02621464,67.40621202,963.3684833,2319750.3,1133733.2
2017,"36","INDRE",139,546,342,2397,20865,72.02621464,67.40621202,963.3684833,80520.7,505674.4
2017,"37","INDRE-ET-LOIRE",521,9735,8977,17229,446145,72.02621464,67.40621202,963.3684833,372009.3,375491.8
2017,"38","ISERE",90,325,965,2767,13045,72.02621464,67.40621202,963.3684833,186181.9,143933.4
2017,"39","JURA",125,2086,1295,1493,46264,72.02621464,67.40621202,963.3684833,93247.5,86970.4
2017,"40","LANDES",279,1570,21833,1839,112077,72.02621464,67.40621202,963.3684833,210974.4,291400.6
2017,"41","LOIRET",670,6386,8422,11996,220696,72.02621464,67.40621202,963.3684833,77080.1,253696.5
2017,"42","LOIR-ET-CHER",120,953,1452,2546,33301,72.02621464,67.40621202,963.3684833,618600.7,296041.1
2017,"43","HAUTE-GARONNE",6,6,8,62,70,72.02621464,67.40621202,963.3684833,296225.9,306121.2
2017,"44","LOIRE",1404,11037,27686,34630,418930,72.02621464,67.40621202,963.3684833,59587.6,49598.2
2017,"45","LOIRE-ATLANTIQUE",17,138,39,260,2964,72.02621464,67.40621202,963.3684833,600577.4,487098.5
2017,"46","LOT",343,4875,371,5764,115195,72.02621464,67.40621202,963.3684833,254794.8,144213.8
2017,"47","LOT-ET-GARONNE",591,5982,17567,12223,312750,72.02621464,67.40621202,963.3684833,1084816.1,492904.8
2017,"48","LOZERE",0,9,2,5,154,72.02621464,67.40621202,963.3684833,834,6744.2
2017,"49","MAINE-ET-LOIRE",918,19369,15166,21356,905311,72.02621464,67.40621202,963.3684833,594523.6,575814.6
2017,"51","MARNE",0,24101,5,8,1591874,72.02621464,67.40621202,963.3684833,1704963.3,1436655.6
2017,"52","HAUTE-LOIRE",17,98,529,364,6909,72.02621464,67.40621202,963.3684833,1930.1,47032.3
2017,"53","MAYENNE",1,1,49,7,58,72.02621464,67.40621202,963.3684833,11587.2,172097.6
2017,"54","MEURTHE-ET-MOSELLE",25,116,308,587,3540,72.02621464,67.40621202,963.3684833,18491.9,183862.3
2017,"55","MEUSE",8,41,293,91,2009,72.02621464,67.40621202,963.3684833,15436.7,295761.6
2017,"57","MOSELLE",28,78,1033,186,2948,72.02621464,67.40621202,963.3684833,11918.1,237006.6
2017,"58","NIEVRE",29,1528,305,575,74003,72.02621464,67.40621202,963.3684833,5260.4,31162
2017,"59","NORD",1,1,12,28,40,72.02621464,67.40621202,963.3684833,345617.1,227120.8
2017,"60","OISE",0,0,12,0,12,72.02621464,67.40621202,963.3684833,71708.5,570690.6
2017,"63","PUY-DE-DOME",86,438,181,1365,10297,72.02621464,67.40621202,963.3684833,34143.8,131688.5
2017,"64","PYRENEES-ATLANTIQUES",86,2500,540,3088,102683,72.02621464,67.40621202,963.3684833,161104.4,185766
2017,"65","HAUTE-VIENNE",20,251,51,420,11238,72.02621464,67.40621202,963.3684833,8500.3,56923.1
2017,"66","PYRENEES-ORIENTALES",819,21438,6976,11966,672812,72.02621464,67.40621202,963.3684833,876546.3,362301.3
2017,"67","BAS-RHIN",21,6698,942,77,439855,72.02621464,67.40621202,963.3684833,99672.7,123819.5
2017,"68","HAUTES-PYRENEES",18,8987,717,35,484952,72.02621464,67.40621202,963.3684833,49645.8,78030.7
2017,"69","RHONE",312,16237,1850,10307,675981,72.02621464,67.40621202,963.3684833,709011.2,381049.9
2017,"70","HAUTE-SAONE",25,104,236,386,2882,72.02621464,67.40621202,963.3684833,9127.4,105546.6
2017,"71","SAONE-ET-LOIRE",102,12991,1845,1025,721150,72.02621464,67.40621202,963.3684833,499107.8,570972.1
2017,"72","SARTHE",47,198,676,679,6356,72.02621464,67.40621202,963.3684833,52309.7,222905.5
2017,"73","SAVOIE",83,1850,1933,1265,97482,72.02621464,67.40621202,963.3684833,138185,50387.9
2017,"74","HAUTE-SAVOIE",83,240,1745,1276,8391,72.02621464,67.40621202,963.3684833,89639.4,22290.6
2017,"77","SEINE-ET-MARNE",0,27,0,0,1361,72.02621464,67.40621202,963.3684833,24245.4,218085.4
2017,"79","DEUX-SEVRES",84,810,790,2342,41060,72.02621464,67.40621202,963.3684833,845046.1,568607.7
2017,"81","TARN",850,6561,15725,37719,363923,72.02621464,67.40621202,963.3684833,221565.3,222419.6
2017,"82","TARN-ET-GARONNE",228,1474,188,6353,61639,72.02621464,67.40621202,963.3684833,881123.3,613898.7
2017,"83","VAUCLUSE",319,28111,1341,11372,1211490,72.02621464,67.40621202,963.3684833,2680298.9,837068.7
2017,"84","VENDEE",1350,45749,2532,24074,1542437,72.02621464,67.40621202,963.3684833,71042.6,314054.1
2017,"85","VAR",188,950,1710,5262,44973,72.02621464,67.40621202,963.3684833,1019479,294975
2017,"86","VIENNE",208,1187,1041,4271,50445,72.02621464,67.40621202,963.3684833,39939.4,458733.6
2017,"87","HAUTES-ALPES",1,7,3,1,35,72.02621464,67.40621202,963.3684833,72103.7,22601.6
2017,"88","VOSGES",7,7,1,181,182,72.02621464,67.40621202,963.3684833,8512.4,85238
2017,"89","YONNE",34,7683,306,695,348234,72.02621464,67.40621202,963.3684833,382185.1,459485.1
