"","annee","ndep","q_prod","cond"
"108941",2016,"37",3.7,"L"
"108942",2016,"37",115,"K"
"108943",2016,"37",1400,"K"
"108944",2016,"37",235,"L"
"108945",2016,"37",680,"K"
"108946",2016,"37",680,"K"
"108947",2016,"37",0.2,"L"
"108948",2016,"37",296.2,"L"
"108949",2016,"37",434.3,"L"
"108950",2016,"37",434.3,"L"
"108951",2016,"37",21.3,"K"
"108952",2016,"37",7.4,"K"
"108953",2016,"37",373,"L"
"108954",2016,"37",362.2,"K"
"108955",2016,"37",3580,"K"
"108956",2016,"37",624.6,"K"
"108957",2016,"37",264.8,"L"
"108958",2016,"37",1002,"L"
"108959",2016,"37",816,"L"
"108960",2016,"37",82.2,"L"
"108961",2016,"37",161,"K"
"108962",2016,"37",790,"L"
"108963",2016,"37",260,"K"
"108964",2016,"37",623,"K"
"108965",2016,"37",623,"K"
"108966",2016,"37",768.1,"L"
"108967",2016,"37",4,"L"
"108968",2016,"37",1180,"K"
"108969",2016,"37",14402.8,"K"
"108970",2016,"37",2000,"K"
"108971",2016,"37",8955.4,"K"
"108972",2016,"37",1623.1,"L"
"108973",2016,"37",103,"L"
"108974",2016,"37",74.1,"L"
"108975",2016,"37",438,"K"
"108976",2016,"37",50,"L"
"108977",2016,"37",2200,"L"
"108978",2016,"37",3519,"L"
"108979",2016,"37",2940,"L"
"108980",2016,"37",29770.6,"L"
"108981",2016,"37",2060,"L"
"108982",2016,"37",8880,"L"
"108983",2016,"37",160,"K"
"108984",2016,"37",4720,"K"
"108985",2016,"37",6210,"K"
"108986",2016,"37",65555,"L"
"108987",2016,"37",820,"K"
"108988",2016,"37",1600,"L"
"108989",2016,"37",180,"K"
"108990",2016,"37",10,"L"
"108991",2016,"37",19080,"L"
"108992",2016,"37",10,"K"
"108993",2016,"37",400,"L"
"108994",2016,"37",75,"K"
"108995",2016,"37",35964.4,"L"
"108996",2016,"37",1250,"L"
"108997",2016,"37",1560,"L"
"108998",2016,"37",367.6,"L"
"108999",2016,"37",105,"L"
"109000",2016,"37",4980,"K"
"109001",2016,"37",20767.8,"K"
"109002",2016,"37",135,"K"
"109003",2016,"37",32193.2,"K"
"109004",2016,"37",2485,"L"
"109005",2016,"37",31030.4,"K"
"109006",2016,"37",2532.1,"K"
"109007",2016,"37",725,"L"
"109008",2016,"37",11.9,"K"
"109009",2016,"37",290,"K"
"109010",2016,"37",17,"L"
"109011",2016,"37",1230,"L"
"109012",2016,"37",245,"L"
"109013",2016,"37",85,"L"
"109014",2016,"37",154,"K"
"109015",2016,"37",3753.8,"L"
"109016",2016,"37",894.8,"L"
"109017",2016,"37",19740.2,"K"
"109018",2016,"37",107.9,"K"
"109019",2016,"37",17.3,"K"
"109020",2016,"37",45,"L"
"109021",2016,"37",43495,"L"
"109022",2016,"37",3104,"K"
"109023",2016,"37",970,"L"
"109024",2016,"37",65,"K"
"109025",2016,"37",22803.4,"K"
"109026",2016,"37",6860,"L"
"109027",2016,"37",270,"L"
"109028",2016,"37",96,"K"
"109029",2016,"37",7556.2,"L"
"109030",2016,"37",30,"L"
"109031",2016,"37",30,"L"
"109032",2016,"37",462.6,"L"
"109033",2016,"37",427.2,"K"
"109034",2016,"37",882.4,"L"
"109035",2016,"37",4115,"L"
"109036",2016,"37",564,"L"
"109037",2016,"37",36075,"K"
"109038",2016,"37",107.5,"K"
"109039",2016,"37",660,"K"
"109040",2016,"37",2196,"K"
"109041",2016,"37",580,"L"
"109042",2016,"37",60,"K"
"109043",2016,"37",3058,"K"
"109044",2016,"37",376.6,"K"
"109045",2016,"37",175,"L"
"109046",2016,"37",432,"K"
"109047",2016,"37",260,"K"
"109048",2016,"37",36.6,"L"
"109049",2016,"37",180,"L"
"109050",2016,"37",60,"L"
"109051",2016,"37",475,"K"
"109052",2016,"37",887.2,"K"
"109053",2016,"37",120,"L"
"109054",2016,"37",53,"K"
"109055",2016,"37",469.4,"K"
"109056",2016,"37",230,"L"
"109057",2016,"37",4492,"L"
"109058",2016,"37",51.8,"K"
"109059",2016,"37",3.2,"K"
"109060",2016,"37",110,"L"
"109061",2016,"37",20,"L"
"109062",2016,"37",28500,"K"
"109063",2016,"37",196.7,"K"
"109064",2016,"37",3,"K"
"109065",2016,"37",500,"K"
"109066",2016,"37",40,"L"
"109067",2016,"37",13610,"L"
"109068",2016,"37",20,"K"
"109069",2016,"37",20,"K"
"109070",2016,"37",825,"K"
"109071",2016,"37",3,"L"
"109072",2016,"37",85.4,"K"
"109073",2016,"37",2406.9,"L"
"109074",2016,"37",10850,"L"
"109075",2016,"37",505,"L"
"109076",2016,"37",505,"L"
"109077",2016,"37",6690,"L"
"109078",2016,"37",6690,"L"
"109079",2016,"37",12769.4,"K"
"109080",2016,"37",820,"K"
"109081",2016,"37",904,"L"
"109082",2016,"37",60,"L"
"109083",2016,"37",1521,"L"
"109084",2016,"37",527,"L"
"109085",2016,"37",2945,"L"
"109086",2016,"37",2945,"L"
"109087",2016,"37",260,"K"
"109088",2016,"37",3421,"L"
"109089",2016,"37",1020,"L"
"109090",2016,"37",11170,"L"
"109091",2016,"37",560,"K"
"109092",2016,"37",8668,"L"
"109093",2016,"37",75.8,"K"
"109094",2016,"37",629,"L"
"109095",2016,"37",100,"L"
"109096",2016,"37",33145,"K"
"109097",2016,"37",57356.8,"K"
"109098",2016,"37",67,"L"
"109099",2016,"37",5080,"L"
"109100",2016,"37",114.3,"K"
"109101",2016,"37",5,"L"
"109102",2016,"37",1165,"K"
"109103",2016,"37",1165,"K"
"109104",2016,"37",221,"L"
"109105",2016,"37",221,"L"
"109106",2016,"37",1322.5,"L"
"109107",2016,"37",2242,"L"
"109108",2016,"37",195,"L"
"109109",2016,"37",1718,"K"
"109110",2016,"37",25,"K"
"109111",2016,"37",7980,"K"
"109112",2016,"37",7980,"K"
"109113",2016,"37",6200,"L"
"109114",2016,"37",6200,"L"
"109115",2016,"37",1238,"L"
"109116",2016,"37",276.5,"K"
"109117",2016,"37",73.8,"K"
"109118",2016,"37",73.8,"K"
"109119",2016,"37",4290.1,"L"
"109120",2016,"37",2748.6,"K"
"109121",2016,"37",336.8,"K"
"109122",2016,"37",60.3,"L"
"109123",2016,"37",7,"L"
"109124",2016,"37",7160.8,"K"
"109125",2016,"37",2622.8,"K"
"109126",2016,"37",3024,"K"
"109127",2016,"37",3024,"K"
"109128",2016,"37",63492,"K"
"109129",2016,"37",47.7,"L"
"109130",2016,"37",7340.2,"K"
"109131",2016,"37",110,"L"
"109132",2016,"37",110,"L"
"109133",2016,"37",10464.6,"K"
"109134",2016,"37",3167,"L"
"109135",2016,"37",574,"K"
"109136",2016,"37",76.4,"K"
"109137",2016,"37",11160,"K"
"109138",2016,"37",654.4,"K"
"109139",2016,"37",559.8,"K"
"109140",2016,"37",197.4,"K"
"109141",2016,"37",10,"K"
"109142",2016,"37",1070,"K"
"109143",2016,"37",312,"L"
"109144",2016,"37",5472,"K"
"109145",2016,"37",1725,"K"
"109146",2016,"37",1725,"K"
"109147",2016,"37",420.4,"K"
"109148",2016,"37",3050.7,"K"
"109149",2016,"37",263717.6,"K"
"109150",2016,"37",615,"L"
"109151",2016,"37",136546.5,"K"
"109152",2016,"37",45,"L"
"109153",2016,"37",1369,"L"
"109154",2016,"37",28195,"K"
"109155",2016,"37",10,"L"
"109156",2016,"37",2,"K"
"109157",2016,"37",3,"L"
"109158",2016,"37",388.6,"K"
"109159",2016,"37",391.2,"K"
"109160",2016,"37",35,"K"
"109161",2016,"37",1105,"L"
"109162",2016,"37",7790.2,"K"
"109163",2016,"37",2958.7,"K"
"109164",2016,"37",88.4,"L"
"109165",2016,"38",22640,"K"
"109166",2016,"38",642,"L"
"109167",2016,"38",2183.1,"K"
"109168",2016,"38",19,"L"
"109169",2016,"38",19,"L"
"109170",2016,"38",288,"K"
"109171",2016,"38",1.4,"L"
"109172",2016,"38",12,"L"
"109173",2016,"38",2061.9,"L"
"109174",2016,"38",612,"K"
"109175",2016,"38",2880,"K"
"109176",2016,"38",141.8,"L"
"109177",2016,"38",141.8,"L"
"109178",2016,"38",762.1,"K"
"109179",2016,"38",1073.4,"K"
"109180",2016,"38",6.1,"L"
"109181",2016,"38",42,"K"
"109182",2016,"38",24,"K"
"109183",2016,"38",893.9,"K"
"109184",2016,"38",20,"K"
"109185",2016,"38",20,"K"
"109186",2016,"38",3,"K"
"109187",2016,"38",0,"L"
"109188",2016,"38",135,"L"
"109189",2016,"38",645.7,"L"
"109190",2016,"38",645.7,"L"
"109191",2016,"38",524.4,"K"
"109192",2016,"38",7,"K"
"109193",2016,"38",1495,"L"
"109194",2016,"38",119.8,"K"
"109195",2016,"38",2321.8,"K"
"109196",2016,"38",380.6,"K"
"109197",2016,"38",232.9,"L"
"109198",2016,"38",131,"L"
"109199",2016,"38",60,"L"
"109200",2016,"38",232,"L"
"109201",2016,"38",2,"K"
"109202",2016,"38",875,"L"
"109203",2016,"38",60,"K"
"109204",2016,"38",70,"K"
"109205",2016,"38",70,"K"
"109206",2016,"38",24.1,"L"
"109207",2016,"38",324,"L"
"109208",2016,"38",57,"L"
"109209",2016,"38",54,"L"
"109210",2016,"38",720,"K"
"109211",2016,"38",169,"L"
"109212",2016,"38",39,"L"
"109213",2016,"38",15,"L"
"109214",2016,"38",53.8,"L"
"109215",2016,"38",94,"K"
"109216",2016,"38",35,"L"
"109217",2016,"38",590,"K"
"109218",2016,"38",25,"L"
"109219",2016,"38",7055,"L"
"109220",2016,"38",2034,"L"
"109221",2016,"38",170,"L"
"109222",2016,"38",234,"L"
"109223",2016,"38",25,"L"
"109224",2016,"38",870,"K"
"109225",2016,"38",73330,"L"
"109226",2016,"38",700,"K"
"109227",2016,"38",6,"K"
"109228",2016,"38",1000,"L"
"109229",2016,"38",71,"L"
"109230",2016,"38",4100,"K"
"109231",2016,"38",60,"L"
"109232",2016,"38",310,"L"
"109233",2016,"38",40,"L"
"109234",2016,"38",2916.5,"L"
"109235",2016,"38",265,"L"
"109236",2016,"38",990,"K"
"109237",2016,"38",105,"K"
"109238",2016,"38",1134,"K"
"109239",2016,"38",1716,"K"
"109240",2016,"38",3437.6,"K"
"109241",2016,"38",1945,"K"
"109242",2016,"38",44.1,"K"
"109243",2016,"38",270,"K"
"109244",2016,"38",13,"L"
"109245",2016,"38",400,"L"
"109246",2016,"38",40,"L"
"109247",2016,"38",144,"K"
"109248",2016,"38",1023,"L"
"109249",2016,"38",40,"K"
"109250",2016,"38",116,"K"
"109251",2016,"38",39.7,"K"
"109252",2016,"38",8690,"L"
"109253",2016,"38",145,"L"
"109254",2016,"38",360,"K"
"109255",2016,"38",1430,"K"
"109256",2016,"38",520,"L"
"109257",2016,"38",72,"K"
"109258",2016,"38",108,"L"
"109259",2016,"38",220,"K"
"109260",2016,"38",318,"L"
"109261",2016,"38",242,"L"
"109262",2016,"38",16,"L"
"109263",2016,"38",310.6,"L"
"109264",2016,"38",233,"L"
"109265",2016,"38",375,"K"
"109266",2016,"38",30,"K"
"109267",2016,"38",20,"K"
"109268",2016,"38",516.3,"K"
"109269",2016,"38",78,"K"
"109270",2016,"38",34.8,"L"
"109271",2016,"38",97,"L"
"109272",2016,"38",80,"L"
"109273",2016,"38",112.5,"K"
"109274",2016,"38",580.3,"K"
"109275",2016,"38",550,"K"
"109276",2016,"38",5,"L"
"109277",2016,"38",100,"L"
"109278",2016,"38",99.3,"K"
"109279",2016,"38",0.2,"K"
"109280",2016,"38",4.1,"K"
"109281",2016,"38",8050,"K"
"109282",2016,"38",1420,"K"
"109283",2016,"38",348,"K"
"109284",2016,"38",1720,"L"
"109285",2016,"38",120,"K"
"109286",2016,"38",120,"K"
"109287",2016,"38",30,"K"
"109288",2016,"38",30,"K"
"109289",2016,"38",275,"K"
"109290",2016,"38",204,"L"
"109291",2016,"38",10,"L"
"109292",2016,"38",2,"L"
"109293",2016,"38",223.8,"K"
"109294",2016,"38",860,"L"
"109295",2016,"38",677,"L"
"109296",2016,"38",360,"L"
"109297",2016,"38",360,"L"
"109298",2016,"38",820,"K"
"109299",2016,"38",1370,"K"
"109300",2016,"38",25,"L"
"109301",2016,"38",20,"L"
"109302",2016,"38",292,"L"
"109303",2016,"38",87,"L"
"109304",2016,"38",557,"L"
"109305",2016,"38",171,"L"
"109306",2016,"38",730,"L"
"109307",2016,"38",240,"K"
"109308",2016,"38",797,"L"
"109309",2016,"38",122.4,"K"
"109310",2016,"38",485,"L"
"109311",2016,"38",241,"L"
"109312",2016,"38",5775,"K"
"109313",2016,"38",3500,"K"
"109314",2016,"38",36,"L"
"109315",2016,"38",347.8,"K"
"109316",2016,"38",640,"L"
"109317",2016,"38",80,"K"
"109318",2016,"38",80,"K"
"109319",2016,"38",4,"L"
"109320",2016,"38",300,"K"
"109321",2016,"38",80,"L"
"109322",2016,"38",66,"K"
"109323",2016,"38",567,"K"
"109324",2016,"38",780,"L"
"109325",2016,"38",780,"L"
"109326",2016,"38",30,"L"
"109327",2016,"38",828.6,"K"
"109328",2016,"38",67.5,"K"
"109329",2016,"38",67.5,"K"
"109330",2016,"38",1105,"L"
"109331",2016,"38",1875,"K"
"109332",2016,"38",400,"K"
"109333",2016,"38",92.9,"L"
"109334",2016,"38",169,"L"
"109335",2016,"38",1168.3,"K"
"109336",2016,"38",1250.4,"K"
"109337",2016,"38",72,"K"
"109338",2016,"38",72,"K"
"109339",2016,"38",2538,"K"
"109340",2016,"38",121.6,"L"
"109341",2016,"38",1142,"K"
"109342",2016,"38",6340,"K"
"109343",2016,"38",4660,"L"
"109344",2016,"38",2162,"K"
"109345",2016,"38",14.8,"K"
"109346",2016,"38",96,"K"
"109347",2016,"38",96,"K"
"109348",2016,"38",72,"K"
"109349",2016,"38",72,"K"
"109350",2016,"38",216,"K"
"109351",2016,"38",25,"K"
"109352",2016,"38",1600,"K"
"109353",2016,"38",1600,"K"
"109354",2016,"38",7.2,"K"
"109355",2016,"38",23.4,"K"
"109356",2016,"38",359.8,"K"
"109357",2016,"38",340,"K"
"109358",2016,"38",286,"L"
"109359",2016,"38",376,"K"
"109360",2016,"38",1368,"K"
"109361",2016,"38",1368,"K"
"109362",2016,"38",65,"K"
"109363",2016,"38",191.5,"K"
"109364",2016,"38",16595,"K"
"109365",2016,"38",553.5,"L"
"109366",2016,"38",437,"L"
"109367",2016,"38",18,"L"
"109368",2016,"38",54175,"K"
"109369",2016,"38",7,"L"
"109370",2016,"38",1,"L"
"109371",2016,"38",120.2,"K"
"109372",2016,"38",20,"K"
"109373",2016,"38",45,"L"
"109374",2016,"38",4950,"K"
"109375",2016,"38",5612.9,"K"
"109376",2016,"38",171.6,"L"
"109377",2016,"39",780,"K"
"109378",2016,"39",20,"L"
"109379",2016,"39",832.4,"K"
"109380",2016,"39",9,"L"
"109381",2016,"39",74,"L"
"109382",2016,"39",74,"L"
"109383",2016,"39",292.4,"L"
"109384",2016,"39",30,"L"
"109385",2016,"39",30,"L"
"109386",2016,"39",291.6,"K"
"109387",2016,"39",205,"L"
"109388",2016,"39",131.3,"K"
"109389",2016,"39",4.8,"L"
"109390",2016,"39",511.2,"K"
"109391",2016,"39",15,"L"
"109392",2016,"39",0.3,"L"
"109393",2016,"39",163.3,"L"
"109394",2016,"39",197.5,"L"
"109395",2016,"39",197.5,"L"
"109396",2016,"39",23.9,"K"
"109397",2016,"39",1140,"L"
"109398",2016,"39",247.9,"K"
"109399",2016,"39",9,"L"
"109400",2016,"39",91.5,"L"
"109401",2016,"39",100,"L"
"109402",2016,"39",0.4,"L"
"109403",2016,"39",10,"L"
"109404",2016,"39",23,"K"
"109405",2016,"39",23,"K"
"109406",2016,"39",25,"L"
"109407",2016,"39",2,"L"
"109408",2016,"39",108,"K"
"109409",2016,"39",193,"L"
"109410",2016,"39",5,"L"
"109411",2016,"39",18.9,"L"
"109412",2016,"39",850,"L"
"109413",2016,"39",1740,"L"
"109414",2016,"39",60,"L"
"109415",2016,"39",17500,"L"
"109416",2016,"39",2900,"L"
"109417",2016,"39",21,"L"
"109418",2016,"39",135,"L"
"109419",2016,"39",80,"L"
"109420",2016,"39",70,"L"
"109421",2016,"39",220,"K"
"109422",2016,"39",8640,"K"
"109423",2016,"39",168,"K"
"109424",2016,"39",620,"K"
"109425",2016,"39",38,"K"
"109426",2016,"39",50,"L"
"109427",2016,"39",5.5,"K"
"109428",2016,"39",93.9,"L"
"109429",2016,"39",20,"K"
"109430",2016,"39",42.9,"K"
"109431",2016,"39",4.7,"K"
"109432",2016,"39",135,"L"
"109433",2016,"39",5690,"L"
"109434",2016,"39",1990,"K"
"109435",2016,"39",1440,"L"
"109436",2016,"39",1.3,"L"
"109437",2016,"39",882,"L"
"109438",2016,"39",12,"L"
"109439",2016,"39",3,"L"
"109440",2016,"39",112,"L"
"109441",2016,"39",45,"L"
"109442",2016,"39",10,"L"
"109443",2016,"39",0.1,"K"
"109444",2016,"39",15375,"K"
"109445",2016,"39",2340,"K"
"109446",2016,"39",6,"K"
"109447",2016,"39",51.5,"K"
"109448",2016,"39",22.5,"L"
"109449",2016,"39",104,"K"
"109450",2016,"39",112.8,"K"
"109451",2016,"39",10,"L"
"109452",2016,"39",55,"K"
"109453",2016,"39",5.5,"K"
"109454",2016,"39",0.1,"K"
"109455",2016,"39",3300,"K"
"109456",2016,"39",100,"K"
"109457",2016,"39",35,"L"
"109458",2016,"39",200,"L"
"109459",2016,"39",20,"K"
"109460",2016,"39",20,"K"
"109461",2016,"39",48,"L"
"109462",2016,"39",770,"L"
"109463",2016,"39",40,"L"
"109464",2016,"39",72,"L"
"109465",2016,"39",55,"L"
"109466",2016,"39",3030,"L"
"109467",2016,"39",350,"L"
"109468",2016,"39",15.1,"K"
"109469",2016,"39",2,"L"
"109470",2016,"39",50,"L"
"109471",2016,"39",920,"K"
"109472",2016,"39",200,"L"
"109473",2016,"39",16.8,"K"
"109474",2016,"39",17,"L"
"109475",2016,"39",322,"L"
"109476",2016,"39",4,"L"
"109477",2016,"39",90,"L"
"109478",2016,"39",111.9,"K"
"109479",2016,"39",36.4,"K"
"109480",2016,"39",36.4,"K"
"109481",2016,"39",856.8,"K"
"109482",2016,"39",74.6,"K"
"109483",2016,"39",3.9,"L"
"109484",2016,"39",53.3,"K"
"109485",2016,"39",61.2,"K"
"109486",2016,"39",612,"K"
"109487",2016,"39",15.9,"L"
"109488",2016,"39",1100,"K"
"109489",2016,"39",2300,"L"
"109490",2016,"39",3048,"K"
"109491",2016,"39",12.4,"K"
"109492",2016,"39",20.4,"K"
"109493",2016,"39",1,"K"
"109494",2016,"39",60,"K"
"109495",2016,"39",160,"K"
"109496",2016,"39",8.4,"K"
"109497",2016,"39",27.6,"K"
"109498",2016,"39",9175,"K"
"109499",2016,"39",82,"L"
"109500",2016,"39",634,"L"
"109501",2016,"39",3495,"K"
"109502",2016,"39",1.8,"L"
"109503",2016,"39",9,"K"
"109504",2016,"39",70,"K"
"109505",2016,"39",1701,"K"
"109506",2016,"39",25.8,"L"
"109507",2016,"974",3300,"K"
"109508",2016,"974",824,"L"
"109509",2016,"974",557,"L"
"109510",2016,"974",557,"L"
"109511",2016,"974",1356,"K"
"109512",2016,"974",882,"L"
"109513",2016,"974",594,"K"
"109514",2016,"974",594,"K"
"109515",2016,"974",1645,"L"
"109516",2016,"974",2809.3,"L"
"109517",2016,"974",98,"K"
"109518",2016,"974",115,"K"
"109519",2016,"974",5044,"L"
"109520",2016,"974",5044,"L"
"109521",2016,"974",152.9,"K"
"109522",2016,"974",590.8,"K"
"109523",2016,"974",3.1,"L"
"109524",2016,"974",797.5,"K"
"109525",2016,"974",360,"K"
"109526",2016,"974",360,"K"
"109527",2016,"974",4200,"K"
"109528",2016,"974",18,"K"
"109529",2016,"974",63.5,"K"
"109530",2016,"974",41.7,"L"
"109531",2016,"974",1960,"L"
"109532",2016,"974",1960,"L"
"109533",2016,"974",1975,"L"
"109534",2016,"974",36,"K"
"109535",2016,"974",7900,"K"
"109536",2016,"974",79,"L"
"109537",2016,"974",35,"L"
"109538",2016,"974",718.9,"L"
"109539",2016,"974",53.6,"K"
"109540",2016,"974",7,"L"
"109541",2016,"974",296,"L"
"109542",2016,"974",51,"L"
"109543",2016,"974",110.2,"L"
"109544",2016,"974",12,"K"
"109545",2016,"974",831.1,"K"
"109546",2016,"974",70,"L"
"109547",2016,"974",694,"L"
"109548",2016,"974",13212,"L"
"109549",2016,"974",380,"L"
"109550",2016,"974",496,"L"
"109551",2016,"974",250,"K"
"109552",2016,"974",1005,"L"
"109553",2016,"974",26,"L"
"109554",2016,"974",24,"K"
"109555",2016,"974",1560,"K"
"109556",2016,"974",45,"K"
"109557",2016,"974",259,"K"
"109558",2016,"974",0.2,"K"
"109559",2016,"974",65,"K"
"109560",2016,"974",34,"L"
"109561",2016,"974",2346,"L"
"109562",2016,"974",688,"L"
"109563",2016,"974",0.2,"K"
"109564",2016,"974",0.1,"K"
"109565",2016,"974",15695,"L"
"109566",2016,"974",845,"L"
"109567",2016,"974",59,"L"
"109568",2016,"974",20504.8,"K"
"109569",2016,"974",356.4,"K"
"109570",2016,"974",28,"L"
"109571",2016,"974",185,"L"
"109572",2016,"974",53,"L"
"109573",2016,"974",80,"L"
"109574",2016,"974",2080.5,"K"
"109575",2016,"974",140,"K"
"109576",2016,"974",1129.5,"K"
"109577",2016,"974",2814,"K"
"109578",2016,"974",3590,"L"
"109579",2016,"974",128,"K"
"109580",2016,"974",225,"L"
"109581",2016,"974",225,"L"
"109582",2016,"974",106,"L"
"109583",2016,"974",100,"L"
"109584",2016,"974",46,"L"
"109585",2016,"974",3,"L"
"109586",2016,"974",315,"K"
"109587",2016,"974",20,"K"
"109588",2016,"974",290,"L"
"109589",2016,"974",80,"K"
"109590",2016,"974",11570,"L"
"109591",2016,"974",15,"L"
"109592",2016,"974",65.2,"K"
"109593",2016,"974",1,"K"
"109594",2016,"974",180.7,"L"
"109595",2016,"974",339,"L"
"109596",2016,"974",50,"K"
"109597",2016,"974",1310,"K"
"109598",2016,"974",334,"L"
"109599",2016,"974",160,"K"
"109600",2016,"974",756,"K"
"109601",2016,"974",1,"L"
"109602",2016,"974",4,"K"
"109603",2016,"974",1400,"K"
"109604",2016,"974",1400,"K"
"109605",2016,"974",105,"K"
"109606",2016,"974",1197.7,"L"
"109607",2016,"974",209.7,"K"
"109608",2016,"974",3.4,"K"
"109609",2016,"974",3.4,"K"
"109610",2016,"974",30,"L"
"109611",2016,"974",4300.1,"K"
"109612",2016,"974",240.9,"K"
"109613",2016,"974",402,"K"
"109614",2016,"974",2300,"K"
"109615",2016,"974",16.4,"L"
"109616",2016,"974",523,"L"
"109617",2016,"974",2.5,"K"
"109618",2016,"974",364,"K"
"109619",2016,"974",77.7,"L"
"109620",2016,"974",1750,"K"
"109621",2016,"974",3.6,"K"
"109622",2016,"974",496,"K"
"109623",2016,"974",496,"K"
"109624",2016,"974",164,"K"
"109625",2016,"974",0.4,"K"
"109626",2016,"974",50,"K"
"109627",2016,"974",60.2,"K"
"109628",2016,"974",3,"K"
"109629",2016,"974",610,"K"
"109630",2016,"974",1794.8,"L"
"109631",2016,"974",65,"L"
"109632",2016,"974",15,"K"
"109633",2016,"974",9,"L"
"109634",2016,"974",1.2,"K"
"109635",2016,"974",86.7,"L"
"109636",2016,"974",6,"K"
"109637",2016,"974",810,"L"
"109638",2016,"974",2750,"K"
"109639",2016,"974",362,"K"
"109640",2016,"974",0.4,"L"
"109641",2016,"40",5878.6,"K"
"109642",2016,"40",1976.8,"L"
"109643",2016,"40",3927.8,"K"
"109644",2016,"40",120,"K"
"109645",2016,"40",12,"L"
"109646",2016,"40",170,"L"
"109647",2016,"40",170,"L"
"109648",2016,"40",80,"K"
"109649",2016,"40",1013.2,"L"
"109650",2016,"40",120,"L"
"109651",2016,"40",3839.1,"L"
"109652",2016,"40",1962,"K"
"109653",2016,"40",3510,"K"
"109654",2016,"40",3730,"L"
"109655",2016,"40",3730,"L"
"109656",2016,"40",1312,"K"
"109657",2016,"40",319,"K"
"109658",2016,"40",1190,"L"
"109659",2016,"40",919.3,"K"
"109660",2016,"40",2.7,"L"
"109661",2016,"40",1271.6,"K"
"109662",2016,"40",80,"K"
"109663",2016,"40",80,"K"
"109664",2016,"40",72,"K"
"109665",2016,"40",757.5,"K"
"109666",2016,"40",130,"K"
"109667",2016,"40",0,"L"
"109668",2016,"40",422.8,"L"
"109669",2016,"40",1143.3,"L"
"109670",2016,"40",1143.3,"L"
"109671",2016,"40",14.2,"K"
"109672",2016,"40",5500,"L"
"109673",2016,"40",133.5,"K"
"109674",2016,"40",200,"K"
"109675",2016,"40",200,"K"
"109676",2016,"40",440,"K"
"109677",2016,"40",101,"K"
"109678",2016,"40",141,"L"
"109679",2016,"40",458,"L"
"109680",2016,"40",119,"L"
"109681",2016,"40",9.6,"K"
"109682",2016,"40",260,"L"
"109683",2016,"40",24,"K"
"109684",2016,"40",21,"L"
"109685",2016,"40",381,"L"
"109686",2016,"40",14,"L"
"109687",2016,"40",10,"K"
"109688",2016,"40",620,"K"
"109689",2016,"40",67,"L"
"109690",2016,"40",10,"L"
"109691",2016,"40",64.6,"L"
"109692",2016,"40",185,"K"
"109693",2016,"40",7725,"K"
"109694",2016,"40",98,"L"
"109695",2016,"40",5910,"L"
"109696",2016,"40",880,"L"
"109697",2016,"40",420,"K"
"109698",2016,"40",280,"L"
"109699",2016,"40",20,"K"
"109700",2016,"40",9960,"L"
"109701",2016,"40",240,"L"
"109702",2016,"40",770,"K"
"109703",2016,"40",338,"L"
"109704",2016,"40",1972,"L"
"109705",2016,"40",4168.8,"L"
"109706",2016,"40",1540,"K"
"109707",2016,"40",18,"K"
"109708",2016,"40",2040,"K"
"109709",2016,"40",1800,"K"
"109710",2016,"40",4301.6,"K"
"109711",2016,"40",20,"K"
"109712",2016,"40",4.1,"K"
"109713",2016,"40",517,"K"
"109714",2016,"40",55,"L"
"109715",2016,"40",4285,"L"
"109716",2016,"40",483.6,"L"
"109717",2016,"40",347.3,"K"
"109718",2016,"40",10.3,"K"
"109719",2016,"40",552,"L"
"109720",2016,"40",61274.5,"L"
"109721",2016,"40",89,"L"
"109722",2016,"40",2390,"K"
"109723",2016,"40",80,"L"
"109724",2016,"40",15840,"K"
"109725",2016,"40",60,"K"
"109726",2016,"40",634,"L"
"109727",2016,"40",409,"L"
"109728",2016,"40",272,"L"
"109729",2016,"40",533,"L"
"109730",2016,"40",6090,"K"
"109731",2016,"40",40,"K"
"109732",2016,"40",280,"L"
"109733",2016,"40",99.3,"K"
"109734",2016,"40",780,"L"
"109735",2016,"40",3840,"K"
"109736",2016,"40",60,"L"
"109737",2016,"40",825.6,"K"
"109738",2016,"40",1.9,"K"
"109739",2016,"40",7.1,"K"
"109740",2016,"40",5350,"K"
"109741",2016,"40",1,"K"
"109742",2016,"40",560,"K"
"109743",2016,"40",450,"L"
"109744",2016,"40",10,"K"
"109745",2016,"40",10,"K"
"109746",2016,"40",675,"K"
"109747",2016,"40",1,"L"
"109748",2016,"40",1039,"L"
"109749",2016,"40",117.3,"L"
"109750",2016,"40",85,"L"
"109751",2016,"40",85,"L"
"109752",2016,"40",420,"L"
"109753",2016,"40",420,"L"
"109754",2016,"40",130,"K"
"109755",2016,"40",190,"K"
"109756",2016,"40",88.6,"L"
"109757",2016,"40",110,"L"
"109758",2016,"40",1269.5,"L"
"109759",2016,"40",280,"L"
"109760",2016,"40",280,"L"
"109761",2016,"40",90,"K"
"109762",2016,"40",3029.1,"L"
"109763",2016,"40",771.8,"L"
"109764",2016,"40",10,"L"
"109765",2016,"40",24024.3,"L"
"109766",2016,"40",123.4,"K"
"109767",2016,"40",1339,"L"
"109768",2016,"40",748,"L"
"109769",2016,"40",1070,"K"
"109770",2016,"40",1240,"L"
